Region,District,Sector/MDA/MMDA,Central GOG and CF: Comp of Emp,Central GOG and CF: Goods/Service,Central GOG and CF: Assets (Capital),Central GOG and CF: Total,IGF: Comp of Emp,IGF: Goods/Service,IGF: Assets (Capital),IGF: Total,Funds/Others: Comp of Emp,Funds/Others: Goods/Service,Funds/Others: Assets (Capital),Funds/Others: Total,Donor: Comp of Emp,Donor: Goods/Service,Donor: Assets (Capital),Donor: Total,Grand Total Less NREG / Statutory
Ashanti Region,Bosome_Freho,Physical Planning,"20,558",0,0,"20,558",0,0,0,0,0,0,0,0,0,0,0,0,"20,558"
Ashanti Region,Bosome_Freho,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Town and Country Planning,"20,558",0,0,"20,558",0,0,0,0,0,0,0,0,0,0,0,0,"20,558"
Ashanti Region,Bosome_Freho,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Social Welfare & Community Development,"76,288","64,610","1,110","142,008",0,0,0,0,0,0,0,0,0,0,0,0,"142,008"
Ashanti Region,Bosome_Freho,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Social Welfare,"12,114","55,751","1,110","68,976",0,0,0,0,0,0,0,0,0,0,0,0,"68,976"
Ashanti Region,Bosome_Freho,Community Development,"64,173","8,859",0,"73,032",0,0,0,0,0,0,0,0,0,0,0,0,"73,032"
Ashanti Region,Bosome_Freho,Natural Resource Conservation,0,"12,105",0,"12,105",0,0,0,0,0,0,0,0,0,0,0,0,"12,105"
Ashanti Region,Bosome_Freho,,0,"12,105",0,"12,105",0,0,0,0,0,0,0,0,0,0,0,0,"12,105"
Ashanti Region,Bosome_Freho,Works,"35,761","7,880","157,479","201,121",0,0,0,0,0,0,0,0,0,0,"51,001","51,001","252,121"
Ashanti Region,Bosome_Freho,Office of Departmental Head,"35,761","7,880",0,"43,642",0,0,0,0,0,0,0,0,0,0,"35,000","35,000","78,642"
Ashanti Region,Bosome_Freho,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Feeder Roads,0,0,"157,479","157,479",0,0,0,0,0,0,0,0,0,0,"16,001","16,001","173,479"
Ashanti Region,Bosome_Freho,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Disaster Prevention,"106,883","15,000",0,"121,883",0,0,0,0,0,0,0,0,0,0,0,0,"121,883"
Ashanti Region,Bosome_Freho,,"106,883","15,000",0,"121,883",0,0,0,0,0,0,0,0,0,0,0,0,"121,883"
Ashanti Region,Bosome_Freho,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosome_Freho,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Multi Sectoral,"1,128,526","2,050,511","768,490","3,947,527","49,933","496,996","33,000","579,929",0,0,0,0,0,"85,664","483,063","568,727","5,106,724"
Ashanti Region,Bosomtwe,Bosomtwe District - Kuntenase,"1,128,526","2,050,511","768,490","3,947,527","49,933","496,996","33,000","579,929",0,0,0,0,0,"85,664","483,063","568,727","5,106,724"
Ashanti Region,Bosomtwe,Central Administration,"700,353","609,720","27,000","1,337,073","49,933","372,245","2,000","424,178",0,0,0,0,0,"41,900",0,"41,900","1,803,151"
Ashanti Region,Bosomtwe,Administration (Assembly Office),"700,353","609,720","27,000","1,337,073","49,933","372,245","2,000","424,178",0,0,0,0,0,"41,900",0,"41,900","1,803,151"
Ashanti Region,Bosomtwe,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,"Education, Youth and Sports",0,"650,910","493,947","1,144,857",0,"22,400",0,"22,400",0,0,0,0,0,0,"285,000","285,000","1,452,257"
Ashanti Region,Bosomtwe,Office of Departmental Head,0,0,"32,892","32,892",0,400,0,400,0,0,0,0,0,0,"120,000","120,000","153,292"
Ashanti Region,Bosomtwe,Education,0,"620,000","461,055","1,081,055",0,0,0,0,0,0,0,0,0,0,"165,000","165,000","1,246,055"
Ashanti Region,Bosomtwe,Sports,0,"30,910",0,"30,910",0,"22,000",0,"22,000",0,0,0,0,0,0,0,0,"52,910"
Ashanti Region,Bosomtwe,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Health,0,"440,359","36,092","476,451",0,"2,000",0,"2,000",0,0,0,0,0,0,"60,000","60,000","538,451"
Ashanti Region,Bosomtwe,Office of District Medical Officer of Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Environmental Health Unit,0,"419,904","10,000","429,904",0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"431,904"
Ashanti Region,Bosomtwe,Hospital services,0,"20,455","26,092","46,547",0,0,0,0,0,0,0,0,0,0,"60,000","60,000","106,547"
Ashanti Region,Bosomtwe,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Agriculture,"342,169","185,000",0,"527,169",0,"100,000",0,"100,000",0,0,0,0,0,"40,859",0,"40,859","668,028"
Ashanti Region,Bosomtwe,,"342,169","185,000",0,"527,169",0,"100,000",0,"100,000",0,0,0,0,0,"40,859",0,"40,859","668,028"
Ashanti Region,Bosomtwe,Physical Planning,0,0,"15,000","15,000",0,0,"10,000","10,000",0,0,0,0,0,"2,905",0,"2,905","27,905"
Ashanti Region,Bosomtwe,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Town and Country Planning,0,0,"15,000","15,000",0,0,"10,000","10,000",0,0,0,0,0,"2,905",0,"2,905","27,905"
Ashanti Region,Bosomtwe,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Social Welfare & Community Development,0,"74,521",0,"74,521",0,0,0,0,0,0,0,0,0,0,0,0,"74,521"
Ashanti Region,Bosomtwe,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Social Welfare,0,"65,662",0,"65,662",0,0,0,0,0,0,0,0,0,0,0,0,"65,662"
Ashanti Region,Bosomtwe,Community Development,0,"8,859",0,"8,859",0,0,0,0,0,0,0,0,0,0,0,0,"8,859"
Ashanti Region,Bosomtwe,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Works,"76,274","80,000","186,452","342,726",0,351,"21,000","21,351",0,0,0,0,0,0,"138,063","138,063","512,681"
Ashanti Region,Bosomtwe,Office of Departmental Head,"76,274",0,"56,452","132,726",0,0,0,0,0,0,0,0,0,0,0,0,"143,267"
Ashanti Region,Bosomtwe,Public Works,0,0,"60,000","60,000",0,0,0,0,0,0,0,0,0,0,0,0,"60,000"
Ashanti Region,Bosomtwe,Water,0,0,"20,000","20,000",0,0,0,0,0,0,0,0,0,0,"138,063","138,063","158,063"
Ashanti Region,Bosomtwe,Feeder Roads,0,"80,000","50,000","130,000",0,351,"21,000","21,351",0,0,0,0,0,0,0,0,"151,351"
Ashanti Region,Bosomtwe,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,"Trade, Industry and Tourism","9,730",0,"10,000","19,730",0,0,0,0,0,0,0,0,0,0,0,0,"19,730"
Ashanti Region,Bosomtwe,Office of Departmental Head,"9,730",0,0,"9,730",0,0,0,0,0,0,0,0,0,0,0,0,"9,730"
Ashanti Region,Bosomtwe,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Tourism,0,0,"10,000","10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Ashanti Region,Bosomtwe,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Disaster Prevention,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Ashanti Region,Bosomtwe,,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000"
Ashanti Region,Bosomtwe,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Bosomtwe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Multi Sectoral,"2,866,969","1,632,173","1,195,461","5,694,602","247,712","762,431","40,000","1,050,143",0,0,0,0,"89,410","140,845","2,082,092","2,312,348","9,107,093"
Ashanti Region,Ejisu_Juaben,Ejisu-Juaben Municipal - Ejisu,"2,866,969","1,632,173","1,195,461","5,694,602","247,712","762,431","40,000","1,050,143",0,0,0,0,"89,410","140,845","2,082,092","2,312,348","9,107,093"
Ashanti Region,Ejisu_Juaben,Central Administration,"1,462,681","280,918","176,198","1,919,797","239,291","762,431","40,000","1,041,722",0,0,0,0,0,"81,651","78,902","160,553","3,172,072"
Ashanti Region,Ejisu_Juaben,Administration (Assembly Office),"1,462,681","280,918","176,198","1,919,797","239,291","762,431","40,000","1,041,722",0,0,0,0,0,"81,651","78,902","160,553","3,172,072"
Ashanti Region,Ejisu_Juaben,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,"Education, Youth and Sports",0,"935,133","332,869","1,268,002",0,0,0,0,0,0,0,0,0,0,"220,000","220,000","1,488,002"
Ashanti Region,Ejisu_Juaben,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Education,0,"935,133","332,869","1,268,002",0,0,0,0,0,0,0,0,0,0,"220,000","220,000","1,488,002"
Ashanti Region,Ejisu_Juaben,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Health,"169,611","263,459","422,473","855,543",0,0,0,0,0,0,0,0,0,"28,000","1,169,850","1,197,850","2,053,393"
Ashanti Region,Ejisu_Juaben,Office of District Medical Officer of Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Environmental Health Unit,"169,611","218,000","422,473","810,084",0,0,0,0,0,0,0,0,0,"28,000","733,050","761,050","1,571,134"
Ashanti Region,Ejisu_Juaben,Hospital services,0,"45,459",0,"45,459",0,0,0,0,0,0,0,0,0,0,"436,800","436,800","482,259"
Ashanti Region,Ejisu_Juaben,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Agriculture,"522,810","49,003",0,"571,813",0,0,0,0,0,0,0,0,0,"31,194",0,"31,194","603,007"
Ashanti Region,Ejisu_Juaben,,"522,810","49,003",0,"571,813",0,0,0,0,0,0,0,0,0,"31,194",0,"31,194","603,007"
Ashanti Region,Ejisu_Juaben,Physical Planning,"82,649","11,344","12,046","106,038","4,800",0,0,"4,800",0,0,0,0,0,0,0,0,"110,838"
Ashanti Region,Ejisu_Juaben,Office of Departmental Head,0,"11,344","12,046","23,390",0,0,0,0,0,0,0,0,0,0,0,0,"23,390"
Ashanti Region,Ejisu_Juaben,Town and Country Planning,"82,649",0,0,"82,649","4,800",0,0,"4,800",0,0,0,0,0,0,0,0,"87,449"
Ashanti Region,Ejisu_Juaben,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Social Welfare & Community Development,"420,505","72,316",0,"492,821","3,621",0,0,"3,621",0,0,0,0,0,0,0,0,"496,442"
Ashanti Region,Ejisu_Juaben,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Social Welfare,"42,634","62,214",0,"104,848",0,0,0,0,0,0,0,0,0,0,0,0,"104,848"
Ashanti Region,Ejisu_Juaben,Community Development,"377,871","10,102",0,"387,973","3,621",0,0,"3,621",0,0,0,0,0,0,0,0,"391,594"
Ashanti Region,Ejisu_Juaben,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Works,"40,640",0,"251,875","292,515",0,0,0,0,0,0,0,0,0,0,"318,590","318,590","611,105"
Ashanti Region,Ejisu_Juaben,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Public Works,"40,640",0,"149,372","190,012",0,0,0,0,0,0,0,0,0,0,"277,550","277,550","467,562"
Ashanti Region,Ejisu_Juaben,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Feeder Roads,0,0,"102,503","102,503",0,0,0,0,0,0,0,0,0,0,"41,040","41,040","143,543"
Ashanti Region,Ejisu_Juaben,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,"Trade, Industry and Tourism","31,965",0,0,"31,965",0,0,0,0,0,0,0,0,0,0,0,0,"31,965"
Ashanti Region,Ejisu_Juaben,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Trade,"31,965",0,0,"31,965",0,0,0,0,0,0,0,0,0,0,0,0,"31,965"
Ashanti Region,Ejisu_Juaben,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Transport,0,0,0,0,0,0,0,0,0,0,0,0,"89,410",0,"294,750","384,160","384,160"
Ashanti Region,Ejisu_Juaben,,0,0,0,0,0,0,0,0,0,0,0,0,"89,410",0,"294,750","384,160","384,160"
Ashanti Region,Ejisu_Juaben,Disaster Prevention,"122,303","20,000",0,"142,303",0,0,0,0,0,0,0,0,0,0,0,0,"142,303"
Ashanti Region,Ejisu_Juaben,,"122,303","20,000",0,"142,303",0,0,0,0,0,0,0,0,0,0,0,0,"142,303"
Ashanti Region,Ejisu_Juaben,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejisu_Juaben,Birth and Death,"13,805",0,0,"13,805",0,0,0,0,0,0,0,0,0,0,0,0,"13,805"
Ashanti Region,Ejisu_Juaben,,"13,805",0,0,"13,805",0,0,0,0,0,0,0,0,0,0,0,0,"13,805"
Ashanti Region,Ejura_Sekyedumase,Multi Sectoral,"1,284,698","1,755,778","1,741,168","4,781,643","74,214","358,944","68,890","502,048",0,0,0,0,0,"170,217","1,240,686","1,410,904","6,694,595"
Ashanti Region,Ejura_Sekyedumase,Ejura/Sekyedumasi Municipal - Ejura,"1,284,698","1,755,778","1,741,168","4,781,643","74,214","358,944","68,890","502,048",0,0,0,0,0,"170,217","1,240,686","1,410,904","6,694,595"
Ashanti Region,Ejura_Sekyedumase,Central Administration,"629,592","467,447","897,168","1,994,207","57,701","358,944","68,890","485,536",0,0,0,0,0,"30,000","494,150","524,150","3,003,893"
Ashanti Region,Ejura_Sekyedumase,Administration (Assembly Office),"629,592","467,447","897,168","1,994,207","57,701","358,944","68,890","485,536",0,0,0,0,0,"30,000","494,150","524,150","3,003,893"
Ashanti Region,Ejura_Sekyedumase,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,"Education, Youth and Sports",0,"686,050","15,000","701,050",0,0,0,0,0,0,0,0,0,0,"483,692","483,692","1,184,742"
Ashanti Region,Ejura_Sekyedumase,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Education,0,"686,050","15,000","701,050",0,0,0,0,0,0,0,0,0,0,"483,692","483,692","1,184,742"
Ashanti Region,Ejura_Sekyedumase,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Health,"244,419","428,387","619,000","1,291,806","12,699",0,0,"12,699",0,0,0,0,0,"59,000","118,483","177,483","1,481,988"
Ashanti Region,Ejura_Sekyedumase,Office of District Medical Officer of Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Environmental Health Unit,"244,419","408,387","619,000","1,271,806","12,699",0,0,"12,699",0,0,0,0,0,"59,000","77,483","136,483","1,420,988"
Ashanti Region,Ejura_Sekyedumase,Hospital services,0,"20,000",0,"20,000",0,0,0,0,0,0,0,0,0,0,"41,000","41,000","61,000"
Ashanti Region,Ejura_Sekyedumase,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Agriculture,"256,670","66,744",0,"323,414",0,0,0,0,0,0,0,0,0,"81,217",0,"81,217","404,631"
Ashanti Region,Ejura_Sekyedumase,,"256,670","66,744",0,"323,414",0,0,0,0,0,0,0,0,0,"81,217",0,"81,217","404,631"
Ashanti Region,Ejura_Sekyedumase,Physical Planning,0,"30,000",0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
Ashanti Region,Ejura_Sekyedumase,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Town and Country Planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Parks and Gardens,0,"30,000",0,"30,000",0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
Ashanti Region,Ejura_Sekyedumase,Social Welfare & Community Development,"20,969","53,256",0,"74,225",0,0,0,0,0,0,0,0,0,0,0,0,"74,225"
Ashanti Region,Ejura_Sekyedumase,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Social Welfare,"20,969","53,256",0,"74,225",0,0,0,0,0,0,0,0,0,0,0,0,"74,225"
Ashanti Region,Ejura_Sekyedumase,Community Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Natural Resource Conservation,0,0,"50,000","50,000",0,0,0,0,0,0,0,0,0,0,"52,500","52,500","102,500"
Ashanti Region,Ejura_Sekyedumase,,0,0,"50,000","50,000",0,0,0,0,0,0,0,0,0,0,"52,500","52,500","102,500"
Ashanti Region,Ejura_Sekyedumase,Works,"133,048","23,893","160,000","316,941","3,814",0,0,"3,814",0,0,0,0,0,0,"91,862","91,862","412,616"
Ashanti Region,Ejura_Sekyedumase,Office of Departmental Head,"98,394",0,0,"98,394","3,814",0,0,"3,814",0,0,0,0,0,0,0,0,"102,208"
Ashanti Region,Ejura_Sekyedumase,Public Works,"21,307","21,307",0,"42,614",0,0,0,0,0,0,0,0,0,0,"5,002","5,002","47,616"
Ashanti Region,Ejura_Sekyedumase,Water,0,0,"30,000","30,000",0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
Ashanti Region,Ejura_Sekyedumase,Feeder Roads,"13,347","2,586","130,000","145,933",0,0,0,0,0,0,0,0,0,0,"86,860","86,860","232,792"
Ashanti Region,Ejura_Sekyedumase,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,"Trade, Industry and Tourism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Budget and Rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Disaster Prevention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Ejura_Sekyedumase,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Kumasi,Multi Sectoral,"12,121,829","1,835,699","9,487,182","23,444,710","3,288,662","7,840,155","7,257,513","18,386,329",0,0,0,"360,000",0,"7,415,630","42,190,160","49,605,790","91,796,829"
Ashanti Region,Kumasi,Kumasi Metropolitan - Kumasi,"12,121,829","1,835,699","9,487,182","23,444,710","3,288,662","7,840,155","7,257,513","18,386,329",0,0,0,"360,000",0,"7,415,630","42,190,160","49,605,790","91,796,829"
Ashanti Region,Kumasi,Central Administration,"10,105,380","474,000","2,587,985","13,167,365","3,288,662","4,931,549","2,881,516","11,101,727",0,0,0,"360,000",0,"557,720","50,000","607,720","25,236,812"
Ashanti Region,Kumasi,Administration (Assembly Office),"10,105,380","474,000","2,587,985","13,167,365","3,207,693","4,466,177","2,711,016","10,384,886",0,0,0,"360,000",0,"557,720","50,000","607,720","24,519,971"
Ashanti Region,Kumasi,Sub-Metros Administration,0,0,0,0,"80,969","465,372","170,500","716,841",0,0,0,0,0,0,0,0,"716,841"
Ashanti Region,Kumasi,Finance,0,"802,000",0,"802,000",0,"203,382","29,280","232,662",0,0,0,0,0,0,0,0,"1,034,662"
Ashanti Region,Kumasi,,0,"802,000",0,"802,000",0,"203,382","29,280","232,662",0,0,0,0,0,0,0,0,"1,034,662"
Ashanti Region,Kumasi,"Education, Youth and Sports",0,"42,300","563,679","605,979",0,"13,600","580,683","594,283",0,0,0,0,0,"6,089,737","9,639,834","15,729,571","16,929,833"
Ashanti Region,Kumasi,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti Region,Kumasi,Education,0,"42,300","563,679","605,979",0,0,"580,683","580,683",0,0,0,0,0,"6,089,737","9,639,834","15,729,571","16,916,233"
