sch_name,lea_name,year,address,geocodingURL,contact,phone,accredit,sch_core_uq,lea_core_uq,st_core_uq,lea_prov_tch,lea_prov_sped_tch,st_prov_tch,st_prov_sped_tch,sch_bach,sch_mast,sch_phd,lea_bach,lea_mast,lea_phd,st_bach,st_mast,st_phd,sch_prov_tch,sch_prov_sped_tch,eid,street,city,state,country,title1_p,title1_f,combokey,nces_school_id,leaid,schid,sch_address,sch_city,sch_zip,jj,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,sp_ed,mg_sch,charter_sch,alt_sch,ab_group,mg_sch2,alt_acd_dif,alt_disc_prob,alt_other,gte_program,provide_ap,num_ap_courses,student_ap_choice,m_ame_7_enrol,m_asi_7_enrol,m_his_7_enrol,m_bla_7_enrol,m_whi_7_enrol,m_hi_pac_7_enrol,m_2_or_more_7_enrol,m_tot_7_enrol,m_dis_idea_7_enrol,m_dis_504_7_enrol,m_lep_7_enrol,f_ame_7_enrol,f_asi_7_enrol,f_his_7_enrol,f_bla_7_enrol,f_whi_7_enrol,f_hi_pac_7_enrol,f_2_or_more_7_enrol,f_tot_7_enrol,f_dis_idea_7_enrol,f_dis_504_7_enrol,f_lep_7_enrol,tot_fte,fte_cert,teach_1st_yr,teach_2nd_yr,counsel,tot_enroll,m_perc,f_perc,ame_tot,asi_tot,his_tot,bla_tot,whi_tot,hi_pac_tot,more_tot,dis_504_tot,lep_tot,ame_perc,asi_perc,his_perc,bla_perc,whi_perc,hi_pac_perc,more_perc,dis_504_perc,lep_perc,teach_1st_perc,teach_2nd_perc,title_1,fte_absent,fte_teachers_fin,teach_amount,avg_teach_salary,tot_salaries,inst_salaries,expend,fte_absent_perc,read_3_score,read_4_score,read_5_score,read_6_score,read_7_score,read_8_score,read_11_score,write_5_score,write_8_score,write_11_score,math_3_score,math_4_score,math_5_score,math_6_score,math_7_score,math_8_score,alg_1_score,alg_2_score,geo_score,avg_eng_score,avg_math_score,poor_perc,blk_perc,azn_perc,wht_perc,male_perc,fem_perc,sev_dis_perc,pop5to17,pop5to17lag,pov5to17,pov5to17lag,pov_5to17_perc,pov_5to17_lag_perc,teach_3rd_higher,mastbachratio,perc_cert,logenroll,logfte,ratio,meanpov,cenpov,meanexp,cenexp,meaneduc,ceneduc,meancert,cencert,p25pov,p75pov,p25exp,p75exp,p25educ,p75educ,p25cert,p75cert,expint,educint,certint,yearid,v188
TRUITT INT,CHESAPEAKE CITY PBLC SCHS,_12,"1100 Holly Ave, Chesapeake, VA 23324",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1100+Holly+Ave%2C+Chesapeake%2C+VA+23324,Principal: Mrs. Regina B. Ratcliff,(757) 494-8014,Accredited with Warning,0,0,1,2,1,5,1,21,76,0,33,63,1,41,56,1,0,4,2132,1100 Holly Ave,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,1899,1100 HOLLY AVE,CHESAPEAKE,23324,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,2,14,116,29,0,14,177,43,0,8,0,2,5,89,35,0,5,136,10,0,2,19,19,1,0,,313,56.55,43.45,2,4,19,205,64,0,19,0,10,0.64,1.28,6.07,65.5,20.45,0,6.07,0,3.19,5.26,0,1,9,19,974442,51286,1360916,1228311,30858,47.37,448,457,451,,,,,430,,,394,404,397,,,,,,,447.2181,398.5034,82.28,65.82,0,20.89,56.65,43.35,13.61,42418,42729,5442,5050,12.82946,0.1181867,94.74,3.619048,100,5.746203,2.944439,16.47368,15.90492,-3.07546,90.38022,4.359779,1.486381,2.132667,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-13.40833,-6.558932,-8.228109,_12,382
NORFOLK HIGHLANDS PRIMARY,CHESAPEAKE CITY PBLC SCHS,_12,"1115 Myrtle Ave, Chesapeake, VA 23325",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1115+Myrtle+Ave%2C+Chesapeake%2C+VA+23325,Principal: Mrs. Shawnia C. Smiley,(757) 578-7092,Accredited with Warning,0,0,1,2,1,5,1,30,67,0,33,63,1,41,56,1,4,0,16,1115 Myrtle Ave,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,302,1115 MYRTLE AVE,CHESAPEAKE,23325,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,2,20,62,71,0,23,180,70,0,5,0,2,11,44,89,0,11,157,22,0,5,19,19,0,1,,337,53.41,46.59,2,4,31,106,160,0,34,0,10,0.59,1.19,9.2,31.45,47.48,0,10.09,0,2.97,0,5.26,0,13,19,828619,43612,1304726,1176035,17820,68.42,487,,,,,,,,,,432,,,,,,,,,,,43.57,32.46,0,48.25,53.8,46.2,18.42,42418,42729,5442,5050,12.82946,0.1181867,94.74,2.233333,100,5.820083,2.944439,17.73684,15.90492,-3.07546,90.38022,4.359779,1.486381,0.7469522,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-13.40833,-2.297222,-8.228109,_12,363
CRESTWOOD INT,CHESAPEAKE CITY PBLC SCHS,_12,"1240 Great Bridge Blvd, Chesapeake, VA 23320",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1240+Great+Bridge+Blvd%2C+Chesapeake%2C+VA+23320,Principal: Mrs. Eva Renee Carney,(757) 494-7565,Accredited with Warning,0,0,1,2,1,5,1,42,54,0,33,63,1,41,56,1,2,0,1805,1240 Great Bridge Blvd,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,286,1240 GREAT BRIDGE BLVD,CHESAPEAKE,23320,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,14,29,188,134,2,32,401,88,5,14,2,20,26,176,122,2,20,368,40,5,23,40,40,3,1,,769,52.15,47.85,4,34,55,364,256,4,52,10,37,0.52,4.42,7.15,47.33,33.29,0.52,6.76,1.3,4.81,7.5,2.5,0,14,40,1789188,43639,2394893,2227162,32158,35,452,460,469,,,,,432,,,400,411,394,,,,,,,453.2299,401.5458,39.84,46.96,4.53,33.89,52.01,47.99,12.42,42418,42729,5442,5050,12.82946,0.1181867,90,1.285714,100,6.645091,3.688879,19.225,15.90492,-3.07546,90.38022,-0.3802185,1.486381,-0.2006669,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,1.169347,0.6171432,-8.228109,_12,349
CRESTWOOD MIDDLE,CHESAPEAKE CITY PBLC SCHS,_12,"1420 Great Bridge Blvd, Chesapeake, VA 23320",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1420+Great+Bridge+Blvd%2C+Chesapeake%2C+VA+23320,Principal: Mr. Michael R. Ward,(757) 494-7560,Fully Accredited,0,0,1,2,1,5,1,33,61,0,33,63,1,41,56,1,,,21,1420 Great Bridge Blvd,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,287,1420 GREAT BRIDGE BLVD,CHESAPEAKE,23320,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,11,17,149,74,2,20,275,67,5,11,2,11,20,146,80,0,23,282,28,0,2,47.3,47.3,1,0,,557,49.37,50.63,4,22,37,295,154,2,43,5,13,0.72,3.95,6.64,52.96,27.65,0.36,7.72,0.9,2.33,2.11,0,0,17,47.3,2020433,42715,2753978,2600593,52324,35.94,,,,481,480,489,,,431,,,,,412,415,416,454,,,466.9164,415.5475,45.1,53.3,3.39,28.7,49.38,50.62,13.73,42418,42729,5442,5050,12.82946,0.1181867,97.89,1.848485,100,6.322565,3.85651,11.7759,15.90492,-3.07546,90.38022,7.509781,1.486381,0.3621037,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-23.09603,-1.113636,-8.228109,_12,350
GREENBRIER PRIMARY,CHESAPEAKE CITY PBLC SCHS,_12,"1551 Eden Way South, Chesapeake, VA 23320",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1551+Eden+Way+South%2C+Chesapeake%2C+VA+23320,Principal: Mrs. Joan B. Raybourn,(757) 436-3428,Fully Accredited,0,0,1,2,1,5,1,21,77,0,33,63,1,41,56,1,,,15,1551 Eden Way South,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,2054,1551 EDEN WAY SOUTH,CHESAPEAKE,23320,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,20,29,74,194,0,35,352,91,0,8,2,20,35,65,155,2,29,308,28,0,14,28,28,1,0,,660,53.33,46.67,2,40,64,139,349,2,64,0,22,0.3,6.06,9.7,21.06,52.88,0.3,9.7,0,3.33,3.57,0,0,10,28,1368551,48877,1977316,1840878,20414,35.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42418,42729,5442,5050,12.82946,0.1181867,96.43,3.666667,100,6.49224,3.332205,23.57143,15.90492,-3.07546,90.38022,6.049782,1.486381,2.180285,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-18.60587,-6.705382,-8.228109,_12,386
BUTTS ROAD INT,CHESAPEAKE CITY PBLC SCHS,_12,"1571 Mt Pleasant Rd, Chesapeake, VA 23322",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1571+Mt+Pleasant+Rd%2C+Chesapeake%2C+VA+23322,Principal: Mrs. Mindy Green,(757) 482-4566,Fully Accredited,0,0,1,2,1,5,1,44,54,0,33,63,1,41,56,1,2,4,1820,1571 Mt Pleasant Rd,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,457,1571 MT PLEASANT RD,CHESAPEAKE,23322,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,8,20,20,305,0,23,376,82,5,2,0,14,23,14,296,0,17,364,40,2,5,36,36,1,1,,740,50.81,49.19,0,22,43,34,601,0,40,7,7,0,2.97,5.81,4.59,81.22,0,5.41,0.95,0.95,2.78,2.78,0,3,36,1831594,50878,2346044,2173492,26250,8.33,496,506,503,,,,,467,,,458,449,459,,,,,,,493.2786,455.2878,8.15,4.48,2.99,81.25,51.09,48.91,13.72,42418,42729,5442,5050,12.82946,0.1181867,94.44,1.227273,100,6.60665,3.583519,20.55556,15.90492,-3.07546,90.38022,4.059784,1.486381,-0.2591084,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-12.4857,0.7968777,-8.228109,_12,376
CEDAR ROAD ELEM,CHESAPEAKE CITY PBLC SCHS,_12,"1605 Cedar Rd, Chesapeake, VA 23322",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1605+Cedar+Rd%2C+Chesapeake%2C+VA+23322,Principal: Ms. Alaina C. Trott,(757) 547-0166,Fully Accredited,0,0,1,2,1,5,1,29,67,2,33,63,1,41,56,1,2,0,2076,1605 Cedar Rd,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,1483,1605 CEDAR RD,CHESAPEAKE,23322,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,11,32,29,311,0,23,408,85,8,5,0,14,23,35,290,2,20,384,31,5,0,40,40,2,4,,792,51.52,48.48,2,25,55,64,601,2,43,13,5,0.25,3.16,6.94,8.08,75.88,0.25,5.43,1.64,0.63,5,10,0,13,40,1898267,47457,2615448,2454933,27853,32.5,496,487,495,,,,,465,,,454,447,461,,,,,,,485.4004,454.4833,9.54,8.41,3.14,75.41,51.19,48.81,6.9,42418,42729,5442,5050,12.82946,0.1181867,85,2.310345,100,6.674562,3.688879,19.8,15.90492,-3.07546,90.38022,-5.380219,1.486381,0.8239638,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,16.54665,-2.534068,-8.228109,_12,379
SPARROW ROAD INT,CHESAPEAKE CITY PBLC SCHS,_12,"1605 Sparrow Rd, Chesapeake, VA 23325",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1605+Sparrow+Rd%2C+Chesapeake%2C+VA+23325,Principal: Ms. Sharon L. Popson,(757) 578-7050,Fully Accredited,0,0,1,2,1,5,1,27,68,2,33,63,1,41,56,1,,,1811,1605 Sparrow Rd,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,309,1605 SPARROW RD,CHESAPEAKE,23325,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,2,20,131,74,0,23,252,70,2,11,2,2,14,119,83,0,17,237,34,0,5,29,29,1,0,,489,51.53,48.47,4,4,34,250,157,0,40,2,16,0.82,0.82,6.95,51.12,32.11,0,8.18,0.41,3.27,3.45,0,1,11,29,1414243,47141,1959157,1824710,26937,37.93,,476,476,,,,,456,,,,414,412,,,,,,,,,56.22,51,0,32.33,52.61,47.39,16.27,42418,42729,5442,5050,12.82946,0.1181867,96.55,2.518518,100,6.192362,3.367296,16.86207,15.90492,-3.07546,90.38022,6.169785,1.486381,1.032137,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-18.97493,-3.174297,-8.228109,_12,370
GREENBRIER INT,CHESAPEAKE CITY PBLC SCHS,_12,"1701 River Birch Run N, Chesapeake, VA 23320",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1701+River+Birch+Run+N%2C+Chesapeake%2C+VA+23320,Principal: Mr. Keith C. Hyater,(757) 578-7080,Fully Accredited,0,0,1,2,1,5,1,31,67,2,33,63,1,41,56,1,,,1821,1701 River Birch Run N,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,459,1701 RIVER BIRCH RUN N,CHESAPEAKE,23320,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,5,14,29,92,176,2,32,350,118,2,17,2,20,29,77,167,0,32,327,55,5,11,38,38,2,3,,677,51.7,48.3,7,34,58,169,343,2,64,7,28,1.03,5.02,8.57,24.96,50.66,0.3,9.45,1.03,4.14,5.26,7.89,0,15,38,1527439,40196,2084868,1922849,21249,39.47,472,471,480,,,,,451,,,414,428,437,,,,,,,468.5709,426.4086,27.01,25.67,4.93,50.9,51.34,48.66,16.27,42418,42729,5442,5050,12.82946,0.1181867,86.85,2.16129,100,6.517671,3.637586,17.81579,15.90492,-3.07546,90.38022,-3.53022,1.486381,0.6749092,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,10.85705,-2.075657,-8.228109,_12,377
SOUTHEASTERN ELEM,CHESAPEAKE CITY PBLC SCHS,_12,"1853 Battlefield Blvd S, Chesapeake, VA 23322",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1853+Battlefield+Blvd+S%2C+Chesapeake%2C+VA+23322,Principal: Ms. Hope Terrell,(757) 421-7676,Fully Accredited,0,0,1,2,1,5,1,25,71,2,33,63,1,41,56,1,,,1,1853 Battlefield Blvd S,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,307,1853 BATTLEFIELD BLVD S,CHESAPEAKE,23322,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,11,17,23,302,0,20,375,88,5,8,2,14,32,23,290,0,17,378,52,2,5,39,39,0,0,,753,49.8,50.2,4,25,49,46,592,0,37,7,13,0.53,3.32,6.51,6.11,78.62,0,4.91,0.93,1.73,0,0,0,10,39,1883276,48289,2546598,2364373,26632,25.64,494,491,507,,,,,476,,,434,442,474,,,,,,,492.0414,450.0401,11.23,5.41,3.38,79.57,50.07,49.93,8.8,42418,42729,5442,5050,12.82946,0.1181867,100,2.84,100,6.624065,3.663562,19.30769,15.90492,-3.07546,90.38022,9.619781,1.486381,1.353619,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-29.58526,-4.163001,-8.228109,_12,368
PORTLOCK PRIMARY,CHESAPEAKE CITY PBLC SCHS,_12,"1857 Varsity Dr, Chesapeake, VA 23324",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1857+Varsity+Dr%2C+Chesapeake%2C+VA+23324,Principal: Mrs. Nancy L. Cruz,(757) 494-7555,Accredited with Warning,0,0,1,2,1,5,1,43,55,2,33,63,1,41,56,1,2,0,1809,1857 Varsity Dr,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,305,1857 VARSITY DR,CHESAPEAKE,23324,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,2,41,161,83,0,20,307,64,2,26,0,2,29,149,86,0,14,280,28,0,11,33,33,0,2,,587,52.3,47.7,0,4,70,310,169,0,34,2,37,0,0.68,11.93,52.81,28.79,0,5.79,0.34,6.3,0,6.06,1,12,33,1408678,42687,2095186,1951474,27889,36.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42418,42729,5442,5050,12.82946,0.1181867,93.94,1.27907,100,6.375025,3.496508,17.78788,15.90492,-3.07546,90.38022,3.559784,1.486381,-0.2073114,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-10.94797,0.637578,-8.228109,_12,366
DEEP CREEK MIDDLE,CHESAPEAKE CITY PBLC SCHS,_12,"1955 Deal Dr, Chesapeake, VA 23323",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1955+Deal+Dr%2C+Chesapeake%2C+VA+23323,Principal: Dr. Muriel P. Barefield,(757) 558-5321,Fully Accredited,0,0,1,2,1,5,1,26,70,4,33,63,1,41,56,1,0,2,24,1955 Deal Dr,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,289,1955 DEAL DR,CHESAPEAKE,23323,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,2,14,92,116,0,17,243,58,2,5,2,2,11,89,125,2,17,248,28,2,2,42.97,42.97,0,1,,491,49.49,50.51,4,4,25,181,241,2,34,4,7,0.81,0.81,5.09,36.86,49.08,0.41,6.92,0.81,1.43,0,2.33,0,13,42.97,2023832,45004,2687309,2070901,55478,30.25,,,,479,466,485,,,429,,,,,409,386,420,449,,,458.6536,403.6456,51.41,36.95,0,48.39,49.8,50.2,13.46,42418,42729,5442,5050,12.82946,0.1181867,97.67,2.692308,100,6.196444,3.760502,11.42658,15.90492,-3.07546,90.38022,7.28978,1.486381,1.205927,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-22.41943,-3.708779,-8.228109,_12,352
WESTERN BRANCH HIGH,CHESAPEAKE CITY PBLC SCHS,_12,"1968 Bruin Pl, Chesapeake, VA 23321",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1968+Bruin+Pl%2C+Chesapeake%2C+VA+23321,Principal: Dr. Thomas A.  Whitley,(757) 638-7900,Fully Accredited,0,0,1,2,1,5,1,37,60,1,33,63,1,41,56,1,1,0,1818,1968 Bruin Pl,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,312,1968 BRUIN PL,CHESAPEAKE,23321,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,1,1,19,1,5,20,29,407,572,2,71,1106,205,35,5,5,26,44,383,506,5,74,1043,103,23,14,135.38,133.38,2,0,7,2149,51.47,48.53,10,46,73,790,1078,7,145,58,19,0.47,2.14,3.4,36.76,50.16,0.33,6.75,2.7,0.88,1.48,0,0,44,135.38,6593471,48346,8274795,7840029,148477,32.5,,,,,,423,487,,,481,,,,,,,418,419,425,483.9862,421.0015,22.75,36.58,2.3,50.18,51.38,48.62,12.73,42418,42729,5442,5050,12.82946,0.1181867,98.52,1.621622,98.52267,7.672758,4.908086,15.87384,15.90492,-3.07546,90.38022,8.139778,1.486381,0.1352404,97.32459,1.198082,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-25.03357,-0.4159266,-3.684654,_12,373
INDIAN RIVER HIGH,CHESAPEAKE CITY PBLC SCHS,_12,"1969 Braves Trl, Chesapeake, VA 23325",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1969+Braves+Trl%2C+Chesapeake%2C+VA+23325,Principal: Mrs. Naomi R. Dunbar,(757) 578-7000,Fully Accredited,0,0,1,2,1,5,1,39,60,0,33,63,1,41,56,1,2,0,1817,1969 Braves Trl,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,299,1969 BRAVES TRL,CHESAPEAKE,23325,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,1,1,12,1,5,17,50,368,308,2,56,806,169,2,11,5,26,50,368,269,2,80,800,85,2,11,113.72,112.72,5,4,7,1606,50.19,49.81,10,43,100,736,577,4,136,4,22,0.62,2.68,6.23,45.83,35.93,0.25,8.47,0.25,1.37,4.4,3.52,0,39,113.06,5894444,51229,7535246,7166656,127720,34.29,,,,,,,478,,,468,,,,,,,404,405,428,472.9146,413.7608,35.38,45.95,2.7,35.81,50.12,49.88,14.06,42418,42729,5442,5050,12.82946,0.1181867,92.08,1.538462,99.12064,7.381502,4.733739,14.12241,15.90492,-3.07546,90.38022,1.699783,1.486381,0.0520804,97.32459,1.796051,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-5.227616,-0.1601712,-5.523684,_12,361
OSCAR F SMITH HIGH,CHESAPEAKE CITY PBLC SCHS,_12,"1994 Tiger Dr, Chesapeake, VA 23320",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1994+Tiger+Dr%2C+Chesapeake%2C+VA+23320,Principal: Mr. Paul A. Joseph,(757) 548-0696,Fully Accredited,0,0,1,2,1,5,1,32,64,2,33,63,1,41,56,1,2,1,9,1994 Tiger Dr,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,303,1994 TIGER DR,CHESAPEAKE,23320,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,,,1,1,15,1,2,35,92,527,287,2,101,1046,253,14,23,2,32,68,539,329,2,92,1064,145,5,11,143.67,143.67,2,2,7,2110,49.57,50.43,4,67,160,1066,616,4,193,19,34,0.19,3.18,7.58,50.52,29.19,0.19,9.15,0.9,1.61,1.39,1.39,0,49,143.67,6950655,48045,8614944,8218986,146868,34.11,,,,,,373,467,,,458,,,,,,273,408,402,419,462.4745,410.7561,48.96,50.99,3.09,29.38,50.44,49.56,17.09,42418,42729,5442,5050,12.82946,0.1181867,97.22,2,100,7.654443,4.967519,14.68643,15.90492,-3.07546,90.38022,6.839783,1.486381,0.5136188,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-21.03548,-1.579614,-8.228109,_12,364
HICKORY HIGH,CHESAPEAKE CITY PBLC SCHS,_12,"1996 Hawk Blvd, Chesapeake, VA 23322",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1996+Hawk+Blvd%2C+Chesapeake%2C+VA+23322,Principal: Mrs. Alfredia C. Turner,(757) 421-4295,Fully Accredited,0,0,1,2,1,5,1,27,70,2,33,63,1,41,56,1,1,1,2075,1996 Hawk Blvd,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,1482,1996 HAWK BLVD,CHESAPEAKE,23322,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,1,1,20,1,2,26,29,44,758,2,41,902,145,17,5,8,20,41,56,758,5,47,935,91,17,2,114.89,113.89,3,1,7,1837,49.1,50.9,10,46,70,100,1516,7,88,34,7,0.54,2.5,3.81,5.44,82.53,0.38,4.79,1.85,0.38,2.61,0.87,0,42,114.39,5788969,50169,7377925,6968419,124652,36.56,,,,,,,501,,,488,,,,,,,427,412,438,494.4165,426.8236,5.68,5.57,2.57,82.15,49.41,50.59,12.11,42418,42729,5442,5050,12.82946,0.1181867,96.52,2.592592,99.1296,7.515889,4.743975,15.98921,15.90492,-3.07546,90.38022,6.139778,1.486381,1.106211,97.32459,1.805008,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-18.88264,-3.402109,-5.55123,_12,378
HICKORY MIDDLE,CHESAPEAKE CITY PBLC SCHS,_12,"1997 Hawk Blvd, Chesapeake, VA 23322",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=1997+Hawk+Blvd%2C+Chesapeake%2C+VA+23322,Principal: Dr. Deborah T. Hutchens,(757) 421-0468,Fully Accredited,0,0,1,2,1,5,1,36,61,2,33,63,1,41,56,1,,,19,1997 Hawk Blvd,CHESAPEAKE,VA,USA,0,0,5.101E11,5.101E11,5100810,297,1997 HAWK BLVD,CHESAPEAKE,23322,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,14,50,41,665,2,41,815,163,17,8,2,17,47,41,605,2,41,755,70,14,5,97.25,97.25,2,3,,1570,51.91,48.09,4,31,97,82,1270,4,82,31,13,0.25,1.97,6.18,5.22,80.89,0.25,5.22,1.97,0.83,2.06,3.08,0,33,97.25,4755242,48897,6050259,5692554,88397,33.93,,,,521,504,514,,,438,,,,,414,417,434,458,,505,484.3087,426.1139,8.6,5.32,1.99,81.08,52.21,47.79,13.34,42418,42729,5442,5050,12.82946,0.1181867,94.86,1.694444,100,7.358831,4.577285,16.14396,15.90492,-3.07546,90.38022,4.479782,1.486381,0.2080632,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-13.77739,-0.6398903,-8.228109,_12,359
