NAME,ADDRESS,CONTACT,NUMBER,LEA,ACCREDIT,TITLE1_P,TITLE1_F,SCH_PERC_COREUQ_13,LEA_PERC_COREUQ_13,ST_PERC_COREUQ_13,SCH_PERC_PROV_13,SCH_PERC_PROVSPED_13,LEA_PERC_PROV_13,LEA_PERC_PROVSPED_13,ST_PERC_PROV_13,ST_PERC_PROVSPED_13,SCH_PERC_BACH_13,SCH_PERC_MAST_13,SCH_PERC_PHD_13,LEA_PERC_BACH_13,LEA_PERC_MAST_13,LEA_PERC_PHD_13,ST_PERC_BACH_13,ST_PERC_MAST_13,ST_PERC_PHD_13,SCH_3_READ_ADV_13,LEA_3_READ_ADV_13,ST_3_READ_ADV_13,SCH_3_READ_PROF_13,LEA_3_READ_PROF_13,ST_3_READ_PROF_13,SCH_3_READ_PASS_13,LEA_3_READ_PASS_13,ST_3_READ_PASS_13,SCH_3_READ_FAIL_13,LEA_3_READ_FAIL_13,ST_3_READ_FAIL_13,SCH_3_MATH_ADV_13,LEA_3_MATH_ADV_13,ST_3_MATH_ADV_13,SCH_3_MATH_PROF_13,LEA_3_MATH_PROF_13,ST_3_MATH_PROF_13,SCH_3_MATH_PASS_13,LEA_3_MATH_PASS_13,ST_3_MATH_PASS_13,SCH_3_MATH_FAIL_13,LEA_3_MATH_FAIL_13,ST_3_MATH_FAIL_13,SCH_4_READ_ADV_13,LEA_4_READ_ADV_13,ST_4_READ_ADV_13,SCH_4_READ_PROF_13,LEA_4_READ_PROF_13,ST_4_READ_PROF_13,SCH_4_READ_PASS_13,LEA_4_READ_PASS_13,ST_4_READ_PASS_13,SCH_4_READ_FAIL_13,LEA_4_READ_FAIL_13,ST_4_READ_FAIL_13,SCH_4_MATH_ADV_13,LEA_4_MATH_ADV_13,ST_4_MATH_ADV_13,SCH_4_MATH_PROF_13,LEA_4_MATH_PROF_13,ST_4_MATH_PROF_13,SCH_4_MATH_PASS_13,LEA_4_MATH_PASS_13,ST_4_MATH_PASS_13,SCH_4_MATH_FAIL_13,LEA_4_MATH_FAIL_13,ST_4_MATH_FAIL_13,SCH_5_READ_ADV_13,LEA_5_READ_ADV_13,ST_5_READ_ADV_13,SCH_5_READ_PROF_13,LEA_5_READ_PROF_13,ST_5_READ_PROF_13,SCH_5_READ_PASS_13,LEA_5_READ_PASS_13,ST_5_READ_PASS_13,SCH_5_READ_FAIL_13,LEA_5_READ_FAIL_13,ST_5_READ_FAIL_13,SCH_5_READ_ADV_13,LEA_5_READ_ADV_13,ST_5_READ_ADV_13,SCH_5_READ_PROF_13,LEA_5_READ_PROF_13,ST_5_READ_PROF_13,SCH_5_READ_PASS_13,LEA_5_READ_PASS_13,ST_5_READ_PASS_13,SCH_5_READ_FAIL_13,LEA_5_READ_FAIL_13,ST_5_READ_FAIL_13,SCH_5_MATH_ADV_13,LEA_5_MATH_ADV_13,ST_5_MATH_ADV_13,SCH_5_MATH_PROF_13,LEA_5_MATH_PROF_13,ST_5_MATH_PROF_13,SCH_5_MATH_PASS_13,LEA_5_MATH_PASS_13,ST_5_MATH_PASS_13,SCH_5_MATH_FAIL_13,LEA_5_MATH_FAIL_13,ST_5_MATH_FAIL_13,SCH_8_READ_ADV_13,LEA_8_READ_ADV_13,ST_8_READ_ADV_13,SCH_8_READ_PROF_13,LEA_8_READ_PROF_13,ST_8_READ_PROF_13,SCH_8_READ_PASS_13,LEA_8_READ_PASS_13,ST_8_READ_PASS_13,SCH_8_READ_FAIL_13,LEA_8_READ_FAIL_13,ST_8_READ_FAIL_13,SCH_8_MATH_ADV_13,LEA_8_MATH_ADV_13,ST_8_MATH_ADV_13,SCH_8_MATH_PROF_13,LEA_8_MATH_PROF_13,ST_8_MATH_PROF_13,SCH_8_MATH_PASS_13,LEA_8_MATH_PASS_13,ST_8_MATH_PASS_13,SCH_8_MATH_FAIL_13,LEA_8_MATH_FAIL_13,ST_8_MATH_FAIL_13,SCH_HS_READ_ADV_13,LEA_HS_READ_ADV_13,ST_HS_READ_ADV_13,SCH_HS_READ_PROF_13,LEA_HS_READ_PROF_13,ST_HS_READ_PROF_13,SCH_HS_READ_PASS_13,LEA_HS_READ_PASS_13,ST_HS_READ_PASS_13,SCH_HS_READ_FAIL_13,LEA_HS_READ_FAIL_13,ST_HS_READ_FAIL_13,SCH_HS_MATH_ADV_13,LEA_HS_MATH_ADV_13,ST_HS_MATH_ADV_13,SCH_HS_MATH_PROF_13,LEA_HS_MATH_PROF_13,ST_HS_MATH_PROF_13,SCH_HS_MATH_PASS_13,LEA_HS_MATH_PASS_13,ST_HS_MATH_PASS_13,SCH_HS_MATH_FAIL_13,LEA_HS_MATH_FAIL_13,ST_HS_MATH_FAIL_13,SCH_HS_ALG1_ADV_13,LEA_HS_ALG1_ADV_13,ST_HS_ALG1_ADV_13,SCH_HS_ALG1_PROF_13,LEA_HS_ALG1_PROF_13,ST_HS_ALG1_PROF_13,SCH_HS_ALG1_PASS_13,LEA_HS_ALG1_PASS_13,ST_HS_ALG1_PASS_13,SCH_HS_ALG1_FAIL_13,LEA_HS_ALG1_FAIL_13,ST_HS_ALG1_FAIL_13,SCH_HS_GEOM_ADV_13,LEA_HS_GEOM_ADV_13,ST_HS_GEOM_ADV_13,SCH_HS_GEOM_PROF_13,LEA_HS_GEOM_PROF_13,ST_HS_GEOM_PROF_13,SCH_HS_GEOM_PASS_13,LEA_HS_GEOM_PASS_13,ST_HS_GEOM_PASS_13,SCH_HS_GEOM_FAIL_13,LEA_HS_GEOM_FAIL_13,ST_HS_GEOM_FAIL_13,SCH_HS_ALG2_ADV_13,LEA_HS_ALG2_ADV_13,ST_HS_ALG2_ADV_13,SCH_HS_ALG2_PROF_13,LEA_HS_ALG2_PROF_13,ST_HS_ALG2_PROF_13,SCH_HS_ALG2_PASS_13,LEA_HS_ALG2_PASS_13,ST_HS_ALG2_PASS_13,SCH_HS_ALG2_FAIL_13,LEA_HS_ALG2_FAIL_13,ST_HS_ALG2_FAIL_13,SCH_6_READ_ADV_13,LEA_6_READ_ADV_13,ST_6_READ_ADV_13,SCH_6_READ_PROF_13,LEA_6_READ_PROF_13,ST_6_READ_PROF_13,SCH_6_READ_PASS_13,LEA_6_READ_PASS_13,ST_6_READ_PASS_13,SCH_6_READ_FAIL_13,LEA_6_READ_FAIL_13,ST_6_READ_FAIL_13,SCH_6_MATH_ADV_13,LEA_6_MATH_ADV_13,ST_6_MATH_ADV_13,SCH_6_MATH_PROF_13,LEA_6_MATH_PROF_13,ST_6_MATH_PROF_13,SCH_6_MATH_PASS_13,LEA_6_MATH_PASS_13,ST_6_MATH_PASS_13,SCH_6_MATH_FAIL_13,LEA_6_MATH_FAIL_13,ST_6_MATH_FAIL_13,SCH_7_READ_ADV_13,LEA_7_READ_ADV_13,ST_7_READ_ADV_13,SCH_7_READ_PROF_13,LEA_7_READ_PROF_13,ST_7_READ_PROF_13,SCH_7_READ_PASS_13,LEA_7_READ_PASS_13,ST_7_READ_PASS_13,SCH_7_READ_FAIL_13,LEA_7_READ_FAIL_13,ST_7_READ_FAIL_13,SCH_7_MATH_ADV_13,LEA_7_MATH_ADV_13,ST_7_MATH_ADV_13,SCH_7_MATH_PROF_13,LEA_7_MATH_PROF_13,ST_7_MATH_PROF_13,SCH_7_MATH_PASS_13,LEA_7_MATH_PASS_13,ST_7_MATH_PASS_13,SCH_7_MATH_FAIL_13,LEA_7_MATH_FAIL_13,ST_7_MATH_FAIL_13,
Weber City Elementary,"322 Jennings St, Weber City, VA 24290",Principal: Dr. Kellie Johnson,(276) 386-7981,Scott County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,,,3,1,5,1,71,24,0,66,31,0,42,56,1,7,11,16,58,62,53,64,72,69,36,28,31,4,12,16,24,54,51,28,67,67,72,33,33,11,9,18,59,62,52,70,72,70,30,28,30,28,18,26,65,66,54,93,84,80,7,16,20,27,20,21,53,52,53,80,72,73,20,28,27,24,16,23,55,45,48,78,60,71,22,40,29,45,21,24,41,46,49,86,67,73,14,33,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,18,15,67,64,58,74,82,73,26,18,27,15,22,13,78,67,62,93,89,76,8,11,24,,,,,,,,,,,,,,,,,,,,,,,,,700
Duffield-Pattonsville Primary,"663 Duff-Patt. Highway, Duffield, VA 24244",Principal: Mr. William Gregory Ervin,(276) 431-2244,Scott County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,,,3,1,5,1,76,24,0,66,31,0,42,56,1,7,11,16,64,62,53,71,72,69,29,28,31,16,12,16,59,54,51,74,67,67,26,33,33,13,9,18,58,62,52,71,72,70,29,28,30,13,18,26,67,66,54,80,84,80,20,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701
Gate City High,"178 Harry Fry Dr., Gate City, VA 24251",Principal: Mr. Michael V. Lane,(276) 386-7522,Scott County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,2,2,1,2,0,3,1,5,1,67,33,0,66,31,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,10,84,83,80,97,93,90,3,7,10,<,<,54,<,<,15,<,<,69,<,<,31,0,8,8,94,77,71,94,85,79,6,15,21,6,6,12,79,85,65,85,91,77,15,9,23,0,0,20,74,68,62,74,68,82,26,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702
Gate City Middle,"170 Harry Fry Drive, Gate City, VA 24251",Principal: Mrs. Cynthia Dorton,(276) 386-6065,Scott County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,6,2,1,2,2,3,1,5,1,70,30,0,66,31,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,11,59,60,59,69,68,70,31,32,30,14,14,9,62,61,58,76,75,67,24,25,33,,,,,,,,,,,,,,,,,,,,,,,,,13,8,8,72,77,71,85,85,79,15,15,21,9,6,12,90,85,65,99,91,77,1,9,23,<,0,20,<,68,62,<,68,82,<,32,18,,,,,,,,,,,,,,,,,,,,,,,,,18,17,17,64,61,58,82,78,76,18,22,24,19,15,14,56,52,51,75,67,65,25,33,35,703
Twin Springs High,"273 Titan Lane, Nickelsville, VA 24271",Principal: Mr. Sam O. Parks,(276) 479-2185,Scott County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,3,2,1,4,0,3,1,5,1,54,46,0,66,31,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,11,62,60,59,64,68,70,36,32,30,10,14,9,69,61,58,78,75,67,22,25,33,14,11,10,81,83,80,95,93,90,5,7,10,<,<,54,<,<,15,<,<,69,<,<,31,2,8,8,95,77,71,97,85,79,3,15,21,3,6,12,97,85,65,100,91,77,0,9,23,<,0,20,<,68,62,<,68,82,<,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704
Yuma Elementary,"130 Grover Cleveland Lane, Gate City, VA 24251",Principal: Mrs. Valerie Babb,(276) 386-3109,Scott County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,,,3,1,5,1,80,20,0,66,31,0,42,56,1,11,11,16,63,62,53,74,72,69,26,28,31,19,12,16,63,54,51,81,67,67,19,33,33,10,9,18,76,62,52,86,72,70,14,28,30,38,18,26,59,66,54,97,84,80,3,16,20,26,20,21,65,52,53,91,72,73,9,28,27,26,16,23,57,45,48,83,60,71,17,40,29,26,21,24,61,46,49,87,67,73,13,33,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,18,15,50,64,58,85,82,73,15,18,27,30,22,13,60,67,62,90,89,76,10,11,24,,,,,,,,,,,,,,,,,,,,,,,,,705
W.W. Robinson Elementary,"1231 Susan Avenue, Woodstock, VA 22664",Principal: Ms. Melissa Foltz,(540) 459-5155,Shenandoah County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: Yes,0,2,1,0,3,4,1,5,1,46,54,0,49,49,0,42,56,1,10,10,16,43,47,53,53,57,69,47,43,31,7,11,16,43,48,51,50,59,67,50,41,33,13,12,18,55,54,52,68,66,70,32,34,30,20,20,26,59,60,54,79,79,80,21,21,20,14,22,21,38,42,53,52,65,73,48,35,27,10,19,23,40,45,48,50,65,71,50,35,29,4,18,24,37,43,49,41,61,73,59,39,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708
Signal Knob Middle,"687 Sandy Hook Rd, Strasburg, VA 22657",Principal: Mr. Chris R.  Cook,(540) 465-3422,Shenandoah County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,2,1,13,0,4,1,5,1,51,45,2,49,49,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,11,59,62,59,64,69,70,36,31,30,0,6,9,40,65,58,40,70,67,60,30,33,,,,,,,,,,,,,,,,,,,,,,,,,14,9,8,77,74,71,91,83,79,9,17,21,,,,,,,,,,,,,,,,,,,,,,,,,10,10,15,63,54,58,73,64,73,27,36,27,15,17,13,72,60,62,88,77,76,12,23,24,11,12,17,65,61,58,76,73,76,24,27,24,7,11,14,38,47,51,45,59,65,55,41,35,709
Honaker Elementary,"50 Honaker Elementary  Dr., Honaker, VA 24260",Principal: Mr. Gary E. Hess,(276) 873-6301,Russell County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,3,1,,,5,2,5,1,79,21,0,68,29,1,42,56,1,17,13,16,49,58,53,67,71,69,33,29,31,12,12,16,55,53,51,67,64,67,33,36,33,23,16,18,59,59,52,82,75,70,18,25,30,23,15,26,55,61,54,77,76,80,23,24,20,17,18,21,32,48,53,49,66,73,51,34,27,13,9,23,48,53,48,61,61,71,39,39,29,13,16,24,47,49,49,60,65,73,40,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,15,62,61,58,72,71,73,28,29,27,13,10,13,66,61,62,79,72,76,21,28,24,14,19,17,61,59,58,75,78,76,25,22,24,28,14,14,61,62,51,89,76,65,11,24,35,716
Montevideo Middle,"7648 McGaheysville Rd, Penn Laird, VA 22846",Principal: Mr. Drew  S.  Miller,(540) 289-3401,Rockingham County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,3,0,5,1,65,35,0,56,43,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,62,58,59,70,66,70,30,34,30,3,4,9,75,69,58,78,72,67,23,28,33,,,,,,,,,,,,,,,,,,,,,,,,,38,9,8,62,82,71,100,91,79,0,9,21,<,17,12,<,75,65,<,93,77,<,7,23,,,,,,,,,,,,,12,15,15,55,55,58,67,70,73,33,30,27,25,21,13,57,59,62,82,80,76,18,20,24,16,15,17,66,61,58,82,76,76,18,24,24,26,24,14,61,53,51,87,78,65,13,22,35,717
Broadway High,"269 Gobbler Dr, Broadway, VA 22815",Principal: Mr. Bryan Huber,(540) 896-7081,Rockingham County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,1,0,1,,,3,0,5,1,52,48,0,56,43,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,10,79,79,80,88,89,90,12,11,10,,,,,,,,,,,,,0,9,8,77,82,71,77,91,79,23,9,21,18,17,12,77,75,65,95,93,77,5,7,23,25,32,20,68,63,62,92,95,82,8,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718
Wilbur S. Pence Middle,"375 Bowman Road, Dayton, VA 22821",Principal: Ms. Camala  Kite,(540) 879-2535,Rockingham County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,3,0,5,1,60,40,0,56,43,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,11,61,58,59,66,66,70,34,34,30,4,4,9,67,69,58,70,72,67,30,28,33,,,,,,,,,,,,,,,,,,,,,,,,,30,9,8,70,82,71,100,91,79,0,9,21,<,17,12,<,75,65,<,93,77,<,7,23,,,,,,,,,,,,,15,15,15,52,55,58,67,70,73,33,30,27,19,21,13,62,59,62,80,80,76,20,20,24,15,15,17,57,61,58,71,76,76,29,24,24,31,24,14,46,53,51,77,78,65,23,22,35,719
Elkton Middle,"21063 Blue And Gold Dr, Elkton, VA 22827",Principal: Dr. Ramona R. Pence,(540) 298-1228,Rockingham County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,1,0,1,7,0,3,0,5,1,54,46,0,56,43,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,11,63,58,59,75,66,70,25,34,30,5,4,9,78,69,58,83,72,67,17,28,33,,,,,,,,,,,,,,,,,,,,,,,,,18,9,8,82,82,71,100,91,79,0,9,21,,,,,,,,,,,,,,,,,,,,,,,,,20,15,15,57,55,58,77,70,73,23,30,27,26,21,13,54,59,62,80,80,76,20,20,24,19,15,17,64,61,58,82,76,76,18,24,24,18,24,14,60,53,51,79,78,65,21,22,35,720
Ottobine Elementary,"8646 Waggys Creek Rd, Dayton, VA 22821",Principal: Ms. Laura A. Evy,(540) 879-2091,Rockingham County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,4,0,3,0,5,1,58,42,0,56,43,0,42,56,1,10,14,16,48,55,53,59,69,69,41,31,31,10,12,16,69,61,51,79,73,67,21,27,33,6,18,18,50,54,52,56,72,70,44,28,30,33,24,26,56,59,54,89,82,80,11,18,20,12,26,21,77,52,53,88,77,73,12,23,27,15,22,23,65,53,48,81,75,71,19,25,29,31,33,24,50,47,49,81,80,73,19,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721
Fulks Run Elementary,"11089 Brocks Gap Rd, Fulks Run, VA 22830",Principal: Dr. C. David Wenger,(540) 896-7635,Rockingham County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,3,0,5,1,33,67,0,56,43,0,42,56,1,4,14,16,46,55,53,50,69,69,50,31,31,3,12,16,62,61,51,66,73,67,34,27,33,6,18,18,71,54,52,76,72,70,24,28,30,12,24,26,71,59,54,82,82,80,18,18,20,14,26,21,59,52,53,72,77,73,28,23,27,14,22,23,52,53,48,66,75,71,34,25,29,17,33,24,62,47,49,79,80,73,21,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722
Pleasant Valley Elementary,"215 Pleasant Valley Rd, Harrisonburg, VA 22801",Principal: Ms. Paula Frazier,(540) 434-4557,Rockingham County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,3,0,5,1,56,44,0,56,43,0,42,56,1,15,14,16,54,55,53,69,69,69,31,31,31,5,12,16,68,61,51,73,73,67,28,27,33,10,18,18,67,54,52,77,72,70,23,28,30,14,24,26,69,59,54,83,82,80,17,18,20,21,26,21,49,52,53,69,77,73,31,23,27,8,22,23,66,53,48,74,75,71,26,25,29,23,33,24,62,47,49,85,80,73,15,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723
J. Frank Hillyard Middle,"226 Hawks Hill Dr, Broadway, VA 22815",Principal: Mr. David Baker,(540) 896-8961,Rockingham County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,0,1,2,0,3,0,5,1,58,42,0,56,43,0,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,11,51,58,59,58,66,70,42,34,30,5,4,9,61,69,58,66,72,67,34,28,33,,,,,,,,,,,,,,,,,,,,,,,,,23,9,8,77,82,71,100,91,79,0,9,21,,,,,,,,,,,,,,,,,,,,,,,,,14,15,15,57,55,58,71,70,73,29,30,27,19,21,13,62,59,62,80,80,76,20,20,24,11,15,17,60,61,58,72,76,76,28,24,24,21,24,14,50,53,51,71,78,65,29,22,35,724
John W. Wayland Elementary,"801 North Main St, Bridgewater, VA 22812",Principal: Dr. David W. Burchfield,(540) 828-6081,Rockingham County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,0,1,,,3,0,5,1,45,55,0,56,43,0,42,56,1,10,14,16,55,55,53,65,69,69,35,31,31,5,12,16,65,61,51,70,73,67,30,27,33,26,18,18,46,54,52,72,72,70,28,28,30,14,24,26,61,59,54,75,82,80,25,18,20,34,26,21,50,52,53,84,77,73,16,23,27,27,22,23,55,53,48,82,75,71,18,25,29,43,33,24,36,47,49,80,80,73,20,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725
Lebanon High,"PO Box 217, Lebanon, VA 24266",Principal: Mr. Brian K. Hooker,(276) 889-6539,Russell County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,4,3,1,5,0,5,2,5,1,70,30,0,68,29,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,11,65,61,59,71,65,70,29,35,30,1,1,9,35,28,58,37,28,67,63,72,33,5,3,10,83,86,80,88,89,90,12,11,10,<,<,54,<,<,15,<,<,69,<,<,31,1,1,8,82,75,71,83,76,79,17,24,21,27,10,12,70,66,65,97,76,77,3,24,23,13,10,20,75,70,62,88,79,82,12,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726
Lebanon Primary,"PO Box 187, Lebanon, VA 24266",Principal: Mrs. Vickie Honaker,(276) 889-4507,Russell County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,3,1,0,5,5,2,5,1,74,26,0,68,29,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729
Lebanon Elementary,"PO Box 668, Lebanon, VA 24266",Principal: Mr. Dennis Price,(276) 889-6531,Russell County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,3,1,,,5,2,5,1,86,14,0,68,29,1,42,56,1,13,13,16,66,58,53,78,71,69,22,29,31,11,12,16,57,53,51,69,64,67,31,36,33,13,16,18,57,59,52,70,75,70,30,25,30,9,15,26,56,61,54,65,76,80,35,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730
Honaker High,"1795 Thompson Creek Rd., Honaker, VA 24260",Principal: Mr. Anthony L Bush,(276) 873-6363,Russell County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,2,3,1,3,0,5,2,5,1,74,26,0,68,29,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,11,59,61,59,63,65,70,37,35,30,0,1,9,23,28,58,23,28,67,77,72,33,2,3,10,90,86,80,92,89,90,8,11,10,<,<,54,<,<,15,<,<,69,<,<,31,0,1,8,64,75,71,64,76,79,36,24,21,2,10,12,59,66,65,61,76,77,39,24,23,9,10,20,62,70,62,71,79,82,29,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731
Belfast Elk Garden Elementary,"646 Belfast School Rd., Rosedale, VA 24280",Principal: Ms. Georgia McCoy,(276) 880-2283,Russell County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,8,3,1,,,5,2,5,1,63,38,0,68,29,1,42,56,1,25,13,16,69,58,53,94,71,69,6,29,31,19,12,16,56,53,51,75,64,67,25,36,33,9,16,18,73,59,52,82,75,70,18,25,30,9,15,26,82,61,54,91,76,80,9,24,20,20,18,21,70,48,53,90,66,73,10,34,27,30,9,23,40,53,48,70,61,71,30,39,29,30,16,24,40,49,49,70,65,73,30,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732
