standardId,surveyYear,surveyCountry,surveyTitle,respondentGender,respondentBirthYear,qg_40,qg_41,qg_42,qg_43_ag_310,qg_43_ag_311,qg_43_ag_312,qg_43_ag_313,qg_43_ag_314,qg_43_ag_315,qg_43_ag_316,qg_45,qg_46,qg_47,qg_48,qg_49,qg_69,qg_70,qg_71,qg_72,qg_73,qg_74,qg_75,qg_76,qg_77,qg_78,qg_79,qg_80,qg_81,qg_84,qg_85
12056,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25276,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will comply by June 30, 2014",No,No,,,,,,Other: (specify)|reasonable extension of deadline,,Yes,Don't know,Too much,Enhance the national security of the United States,Don't know,,,,,,,,,,,,,,,
21495,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,Yes,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
24787,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Enhance the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
20944,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,,,,,,,No further action is needed,No,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25802,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",Don't know,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,Yes,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25315,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25428,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,Other: (specify)|Aiding non-combatant civilians to exit Syria and find refuge elsewhere.  ,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
12451,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Don't know,No,Don't know,,,,,,,No further action is needed,No,Don't know,Too much,Have no impact on the national security of the United States,Civil war,,,,,,,,,,,,,,,
11420,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,Don't know,About the right amount,Have no impact on the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
11221,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
12021,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
23230,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
11037,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,"Yes, with UN authorization",Don't know,Further economic sanctions against the Syrian government,,,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25166,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,Establishment of no-fly zones,,,,,Yes,Don't know,Too much,Don't know,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22202,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,Establishment of no-fly zones,,,,,Yes,Don't know,Too much,Don't know,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25076,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,Syria will not comply with the agreement,"Yes, with congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,Don't know,Too little,Decrease the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
25769,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10439,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Don't know,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
12477,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",,,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,Intervention with ground forces,,,No,Don't know,Don't know,Don't know,Don't know,,,,,,,,,,,,,,,
25197,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,About the right amount,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
20692,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will comply by June 30, 2014",No,No,Further economic sanctions against the Syrian government,,,,,,,Don't know,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
23957,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22049,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21383,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25410,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
20274,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,,,Other: (specify)|Multi-state negotiations,,Yes,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
10706,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25234,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",Don't know,Don't know,Further economic sanctions against the Syrian government,,,,,"Other: (specify)|Unless Syria is very close to fulfilling the terms of the agreement, return to the threat of the use of military force, including visible preparations, to make the point to Assad and the Russians that the United States is serious about Syria fulfilling the terms of the agreement.",,No,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25529,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22210,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,No,No,,Supplying additional arms to opposition forces in Syria,,,,,,No,Yes,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25183,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20141,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Don't know,No,Don't know,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,Other: (specify)|Multilateral action through international forces,,Don't know,Don't know,Too much,Enhance the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
21349,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,"Other: (specify)|Support E.U sanctions, support OPCW sanctions.",,Don't know,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
