District,Government,Value,Revenue Type,year,Vote,Revenue Source
Adjumani District,District Government,"47,093",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Adjumani District,District Government,"1,331,634",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Conditional Grant to District Hospitals
Adjumani District,District Government,"1,331,634",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Conditional Grant to District Hospitals
Adjumani District,District Government,"332,575",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Conditional Grant to Primary Education
Adjumani District,District Government,"332,575",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Conditional Grant to Primary Education
Adjumani District,District Government,"3,639",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Conditional Grant to Community Devt Assistants Non Wage
Adjumani District,District Government,"3,639",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Conditional Grant to Community Devt Assistants Non Wage
Adjumani District,District Government,"24,186",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Conditional transfers to School Inspection Grant
Adjumani District,District Government,"24,186",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Conditional transfers to School Inspection Grant
Adjumani District,District Government,"22,000",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Sanitation and Hygiene
Adjumani District,District Government,"22,000",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Sanitation and Hygiene
Adjumani District,District Government,"715,130",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Roads Rehabilitation Grant
Adjumani District,District Government,"715,130",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Roads Rehabilitation Grant
Adjumani District,District Government,"211,876",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Conditional Grant for NAADS
Adjumani District,District Government,"211,876",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Conditional Grant for NAADS
Adjumani District,District Government,"54,770",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Conditional Grant to Agric. Ext Salaries
Adjumani District,District Government,"54,770",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Conditional Grant to Agric. Ext Salaries
Adjumani District,District Government,"155,345",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,NAADS (Districts) - Wage
Adjumani District,District Government,"155,345",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,NAADS (Districts) - Wage
Adjumani District,District Government,"213,491",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Conditional transfers to Production and Marketing
Adjumani District,District Government,"213,491",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Conditional transfers to Production and Marketing
Adjumani District,District Government,"26,275",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 501,Conditional transfers to DSC Operational Costs
Adjumani District,District Government,"26,275",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 501,Conditional transfers to DSC Operational Costs
Adjumani District,District Government,"954,323",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 501,Uganda Road Fund
Adjumani District,District Government,"954,323",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 501,Uganda Road Fund
Adjumani District,District Government,"659,971",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 501,NUSAFII
Adjumani District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 501,NUSAFII
Adjumani District,District Government,"5,000",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 501,MoES - UNEB
Adjumani District,District Government,"5,000",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 501,MoES - UNEB
Adjumani District,District Government,"10,000",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 501,MAIF
Adjumani District,District Government,"10,000",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 501,MAIF
Adjumani District,District Government,"8,925",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 501,Unspent balances - Other Government Transfers
Adjumani District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 501,Unspent balances - Other Government Transfers
Adjumani District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 501,Youth Livelihood Programm
Adjumani District,District Government,"390,000",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 501,Youth Livelihood Programm
Adjumani District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 501,Restocking programme
Adjumani District,District Government,"30,720",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 501,Restocking programme
Adjumani District,District Government,"640,281",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 501,UBOS_ Census
Adjumani District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 501,UBOS_ Census
Adjumani District,District Government,"474,853",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 501,Unspent balances - Conditional Grants
Adjumani District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 501,Unspent balances - Conditional Grants
Adjumani District,District Government,"1,010,381",3. Local Development Grant,2014/15 Approved Budget,Vote: 501,LGMSD (Former LGDP)
Adjumani District,District Government,"1,010,381",3. Local Development Grant,2015/16 Proposed Budget,Vote: 501,LGMSD (Former LGDP)
Adjumani District,District Government,"226,878",4. Donor Funding,2014/15 Approved Budget,Vote: 501,Belgium Uganda
Adjumani District,District Government,"226,878",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,Belgium Uganda
Adjumani District,District Government,"350,000",4. Donor Funding,2014/15 Approved Budget,Vote: 501,Baylor
Adjumani District,District Government,"350,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,Baylor
Adjumani District,District Government,"120,000",4. Donor Funding,2014/15 Approved Budget,Vote: 501,Global Fund
Adjumani District,District Government,"120,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,Global Fund
Adjumani District,District Government,"100,000",4. Donor Funding,2014/15 Approved Budget,Vote: 501,NTD
Adjumani District,District Government,"100,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,NTD
Adjumani District,District Government,"53,688",4. Donor Funding,2014/15 Approved Budget,Vote: 501,TPO/TSO
Adjumani District,District Government,"53,688",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,TPO/TSO
Adjumani District,District Government,"10,000",4. Donor Funding,2014/15 Approved Budget,Vote: 501,UAC
Adjumani District,District Government,"10,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,UAC
Adjumani District,District Government,"475,930",4. Donor Funding,2014/15 Approved Budget,Vote: 501,UNHCR
Adjumani District,District Government,"475,930",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,UNHCR
Adjumani District,District Government,"900,000",4. Donor Funding,2014/15 Approved Budget,Vote: 501,UNICEF
Adjumani District,District Government,"900,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,UNICEF
Adjumani District,District Government,"160,000",4. Donor Funding,2014/15 Approved Budget,Vote: 501,WHO
Adjumani District,District Government,"160,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,WHO
Adjumani District,District Government,"140,000",4. Donor Funding,2014/15 Approved Budget,Vote: 501,GAVI FUND
Adjumani District,District Government,"140,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 501,GAVI FUND
Agago District,District Government,"6,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Liquor licences
Agago District,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Liquor licences
Agago District,District Government,"70,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Park Fees
Agago District,District Government,"20,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Park Fees
Agago District,District Government,400,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Agago District,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Agago District,District Government,"60,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Registration of Businesses
Agago District,District Government,"40,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Registration of Businesses
Agago District,District Government,"15,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Rent & Rates from private entities
Agago District,District Government,"6,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Rent & Rates from private entities
Agago District,District Government,"64,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Other Fees and Charges
Agago District,District Government,"60,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Other Fees and Charges
Agago District,District Government,"6,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Miscellaneous
Agago District,District Government,"6,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Miscellaneous
Agago District,District Government,"30,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Market/Gate Charges
Agago District,District Government,"20,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Market/Gate Charges
Agago District,District Government,"88,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Other licences
Agago District,District Government,"80,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Other licences
Agago District,District Government,800,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Local Government Hotel Tax
Agago District,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Local Government Hotel Tax
Agago District,District Government,"2,400",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Group registration
Agago District,District Government,"2,400",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Group registration
Agago District,District Government,"1,600",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Land Fees
Agago District,District Government,"1,600",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Land Fees
Agago District,District Government,"4,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Advance Recoveries
Agago District,District Government,"4,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Advance Recoveries
Agago District,District Government,"10,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Business licences
Agago District,District Government,"10,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Business licences
Agago District,District Government,"30,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Application Fees
Agago District,District Government,"30,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Application Fees
Agago District,District Government,"40,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Agency Fees
Agago District,District Government,"10,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Agency Fees
Agago District,District Government,"30,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 611,Local Service Tax
Agago District,District Government,"36,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 611,Local Service Tax
Agago District,District Government,"1,879,081",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 611,Hard to reach allowances
Agago District,District Government,"1,879,081",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 611,Hard to reach allowances
