Budget Type,District,Government,Budget,Economic Function,year,Vote,ofWhich,Budget Function,Programme
Recurrent Budget Estimates,ARUA District,Central Government,"5,000",321430  Conditional Grant to Public Libraries,2015/16 Draft Estimates,Vote:503,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,ARUA District,Central Government,"32,835",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:503,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,ARUA District,Central Government,"1,413,011",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:503,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,ARUA District,Central Government,"788,663",321428  Conditional transfer for Rural Water,2015/16 Draft Estimates,Vote:503,,Dev't,Project  0156 RURAL WATER AND SANITATION
Development Budget Estimates,ARUA District,Central Government,"337,792",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:503,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,ARUA District,Central Government,"549,106",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:503,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Development Budget Estimates,ARUA District,Central Government,"604,181",321412  Roads Rehabilitation Grant,2015/16 Draft Estimates,Vote:503,,Dev't,Project  1168 ROAD REHABILITATION GRANT
Development Budget Estimates,ARUA District,Central Government,"303,531",321449  Sanitation and Hygiene,2015/16 Draft Estimates,Vote:503,,Dev't,Project  1218 UGANDA SANITATION FUND
Recurrent Budget Estimates,BUGIRI District,Central Government,"16,683",321453  Hard to reach allowances,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUGIRI District,Central Government,"1,411,800",321451  Transfer of District Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:504,,Wage,Programme  01 Administration
Recurrent Budget Estimates,BUGIRI District,Central Government,"20,549",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:504,,Wage,Programme  01 Administration
Recurrent Budget Estimates,BUGIRI District,Central Government,"141,336",321403  District Equalisation Grant,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUGIRI District,Central Government,"105,973",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUGIRI District,Central Government,"105,973",o/w Bugiri T.C,2015/16 Draft Estimates,Vote:504,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUGIRI District,Central Government,"623,928",321401  District Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUGIRI District,Central Government,"30,000",221016  IFMS Recurrent Costs,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUGIRI District,Central Government,"48,574",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:504,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUGIRI District,Central Government,"34,041",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:504,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUGIRI District,Central Government,"14,532",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:504,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUGIRI District,Central Government,"106,770",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUGIRI District,Central Government,"86,925",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:504,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUGIRI District,Central Government,"39,733",321439  Conditional transfers to DSC Operational Costs,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUGIRI District,Central Government,"28,120","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUGIRI District,Central Government,"5,212",o/w Contracts Committee,2015/16 Draft Estimates,Vote:504,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUGIRI District,Central Government,"7,903",o/w District Land Board,2015/16 Draft Estimates,Vote:504,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUGIRI District,Central Government,"15,005",o/w PAC,2015/16 Draft Estimates,Vote:504,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUGIRI District,Central Government,"24,336",321410  Conditional Grant to DSC Chairs’ Salaries,2015/16 Draft Estimates,Vote:504,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUGIRI District,Central Government,"115,473",321448  Conditional transfers to Production and Marketing,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  04 Production
Recurrent Budget Estimates,BUGIRI District,Central Government,"100,593",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:504,,Wage,Programme  04 Production
Recurrent Budget Estimates,BUGIRI District,Central Government,"63,036",321418  Conditional Grant to NGO Hospitals,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,BUGIRI District,Central Government,"151,840",321417  Conditional Grant to District Hospitals,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,BUGIRI District,Central Government,"232,567",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,BUGIRI District,Central Government,"2,526,622",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:504,,Wage,Programme  05 Health
Recurrent Budget Estimates,BUGIRI District,Central Government,"98,000",321457  Conditional Transfers for Non Wage Technical & Farm Schools,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUGIRI District,Central Government,"43,442",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUGIRI District,Central Government,"20,100",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:504,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUGIRI District,Central Government,"1,349,886",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUGIRI District,Central Government,"823,522",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,BUGIRI District,Central Government,"945,224",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:504,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUGIRI District,Central Government,"8,676,101",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:504,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUGIRI District,Central Government,"144,999",321404  Conditional Grant to Tertiary Salaries,2015/16 Draft Estimates,Vote:504,,Wage,Programme  06 Education
Recurrent Budget Estimates,BUGIRI District,Central Government,"22,000",321449  Sanitation and Hygiene,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  08 Natural Resources
Recurrent Budget Estimates,BUGIRI District,Central Government,"7,209",321436  Conditional Grant to District Natural Res. - Wetlands (Non Wage),2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  08 Natural Resources
Recurrent Budget Estimates,BUGIRI District,Central Government,"37,327",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUGIRI District,Central Government,"17,879",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUGIRI District,Central Government,"3,576",o/w Disability,2015/16 Draft Estimates,Vote:504,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUGIRI District,Central Government,"7,151",o/w Women,2015/16 Draft Estimates,Vote:504,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUGIRI District,Central Government,"7,151",o/w Youth,2015/16 Draft Estimates,Vote:504,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUGIRI District,Central Government,"4,965",321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,BUGIRI District,Central Government,"19,600",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:504,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,BUGIRI District,Central Government,"728,061",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:504,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,BUGIRI District,Central Government,"58,026",o/w Bugiri T.C.,2015/16 Draft Estimates,Vote:504,321426  LGMSD (Former LGDP),Dev't,Project  0115 LGDP FUND
Development Budget Estimates,BUGIRI District,Central Government,"674,703",321428  Conditional transfer for Rural Water,2015/16 Draft Estimates,Vote:504,,Dev't,Project  0156 RURAL WATER AND SANITATION
Development Budget Estimates,BUGIRI District,Central Government,"34,706",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:504,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,BUGIRI District,Central Government,"773,139",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:504,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Development Budget Estimates,BUGIRI District,Central Government,"190,836",321452  Construction of Secondary Schools,2015/16 Draft Estimates,Vote:504,,Dev't,Project  1214 SECONDARY SCHOOL CONSTRUCTION
Development Budget Estimates,BUGIRI District,Central Government,"700,000",321417  General Hospitals Rehabilitation,2015/16 Draft Estimates,Vote:504,,Dev't,Project  1243 GENERAL HOSPITALS REHABILITATION
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"49,143",321463  Urban Equalisation Grant,2015/16 Draft Estimates,Vote:505,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"29,560",o/w Bundibugyo T.C,2015/16 Draft Estimates,Vote:505,321463  Urban Equalisation Grant,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"19,582",o/w Nyahuka T.C,2015/16 Draft Estimates,Vote:505,321463  Urban Equalisation Grant,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"1,645,300",321453  Hard to reach allowances,2015/16 Draft Estimates,Vote:505,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"1,490,337",321451  Transfer of District Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:505,,Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"52,461",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:505,,Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"99,412",321403  District Equalisation Grant,2015/16 Draft Estimates,Vote:505,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"139,686",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:505,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"76,649",o/w Bundibugyo T.C,2015/16 Draft Estimates,Vote:505,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"63,037",o/w Nyahuka T.C,2015/16 Draft Estimates,Vote:505,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"352,598",321401  District Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:505,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"30,000",221016  IFMS Recurrent Costs,2015/16 Draft Estimates,Vote:505,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"38,629",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:505,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"27,214",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:505,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"11,415",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:505,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"141,674",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:505,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,BUNDIBUGYO District,Central Government,"79,498",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:505,,Wage,Programme  03 Statutory Bodies
