"","x"
"3226","Al-Ofiq Organization for Development and Emergency"
"3227","Armadilla S.c.s. Onlus"
"3228","Al-Afeea Fund"
"3229","International Volunteer Center of Yamagata"
"3230","Danmission"
"3231","Japan Actions for Relief Center"
"3232","Collectif du developpement et du secours syrien"
"3233","Japan Association for Refugees"
"3234","Suvannimit Foundation"
"3235","Provea - Venezolano de Educación-Acción en Derechos Humanos"
"3236","IPYS - Instituto Prensa y Sociedad"
"3237","Raqeep Organization for Human Rights"
"3238","Nahda Makers Organization"
"3239","Afghanistan Center for Training and Development"
"3240","Coordination Of Rehabilitation Services For Afghanistan"
"3241","Shafaq Rehabilitation Organization (SHA)"
"3242","National Federation of UNESCO Association in Japan"
"3243","Humanitarian Action for the People Afghanistan"
"3244","Wahdat Rehabilitation and Development Organization for Afghan Women"
"3245","Light for the World"
"3246","World Vision Ireland"
"3247","Programa de Reducción del Riesgo de Desastres"
"3248","Medicus Mundi"
"3249","dawa Islamic organization"
"3250","Cameroon Red Cross Society"
"3251","Agence Humanitaire Africaine"
"3252","Women's Evangelical Association of Bossangoa"
"3253","NetHope"
"3254","Siriri"
"3255","Aertze der Welt e.V."
"3256","Centre de Support en Santé Internationale"
"3257","Alber Charity Society"
"3258","Fundación Acción Contra el Hambre"
"3259","Fundación Halü Bienestar Humano"
"3260","Benposta Nación de Muchachos"
"3261","La Asociación Minga"
"3262","Fundación Alianza por Los Derechos, la Igualdad y  la Solidaridad Internacional"
"3263","Lutherian World Fund"
"3264","SAFDF"
"3265","CARGOMA"
"3266","Famine Early Warning Sytem"
"3267","International Initiative for Impact Evaluation (3ie)"
"3268","Centers for Disease Control"
"3269","UN Mission for Ebola Emergency Response"
"3270","Ebola Response Multi-Partner Trust Fund"
"3271","Centers for Disease Control Foundation"
"3272","Africa Solidarity Trust Fund"
"3273","Plan Liberia"
"3274","Emergency ONG"
"3275","Christian Aid"
"3276","Medshare"
"3277","Airlink"
"3278","Fondation Mérieux"
"3279","A.I.M.E! International e.V. (Deutschland)"
"3280","Health Communication Capacity Collaborative"
"3281","International Civil Aviation Organisation"
"3282","Public Health Initiative Liberia"
"3283","BBC Media Action"
"3284","German Doctors e.V."
"3285","International Procurement Agency"
"3286","CAIPA"
"3287","John Hopkins Center for Communication Programs"
"3288","International Network for Environmental Management"
"3289","Innovative Humanitarian Solutions"
"3290","Asociación Salvadoreña de Ayuda Humanitaria"
"3291","Action Chretienne pour combattre la pauvretre et l'analphabetisme"
"3292","Groupe unifié pour l'épanouissement des enfants et pour le développement d'Haiti"
"3293","GHESKIO Centers"
"3294","Fondation pour le Développement et l'Encadrement des Familles Haitiennes"
"3295","SHASSMEPPE"
"3296","Framtiden i våre hender"
"3297","World Neighbors"
"3298","Raoul Wallenberg Institute of Human Rights and Humanitarian Law"
"3299","FMYY"
"3300","Rebuild and Relief International NGO gGmbH"
"3301","Community Media Network"
"3302","Jordan Engineering Association"
"3303","Lebanese Institute for Democracy and Human Rights"
"3304","Masar"
"3305","Africa Development Corps"
"3306","Universal Rights Group"
"3307","Buddhistforbundet"
"3308","Tides Center"
"3309","Groupe antiraciste d’accompagnement, et de defense des étrangers et migrants"
"3310","France Terre d’Asile"
"3311","Association de Lutte Contre le Sida"
"3312","Cairo Institute for Human Rights Studies"
"3313","World Council of Churches"
"3314","Atlas Alliance"
"3315","Protecting Through Education"
"3316","Center for Applied Linguistics"
"3317","The Competitiveness"
"3318","InformAction"
"3319","CARE Luxembourg"
"3320","Global Network for Disaster Reduction"
"3321","German Toilet Organization e.V."
"3322","Crisis Action"
"3323","Reach Vulnerable"
"3324","International Talk Network Ltd"
"3325","Stiftelsen Litteraturhuset"
"3326","Centro de Estudios y Prevencion de Desastres"
"3327","Women's Refugee Commission"
"3328","Organization for Refuge, Asylum and Migration"
"3329","National Oceanic and Atmospheric Administration"
"3330","The Equal Rights Trust"
"3331","Japan International Cooperation Agency"
"3332","United Israel Appeal"
"3333","Child Rights Connect"
"3334","Demos Institute"
"3335","ACT Alliance / Lutheran World Federation Nepal"
"3336","International Rice Research Institute"
"3337","Nyein (Shalom) Foundation"
"3338","Near East Council of Churches in Gaza"
"3339","Center for Women’s Legal Research and Consulting"
"3340","Palestinian Farmers Association"
"3341","Women's Education Partnership"
"3342","Land Research Center "
"3343","Civic Coalition for Palestinian Rights in Jerusalem"
"3344","Tamer Institute for Community Education"
"3345","Sawa Organization"
"3346","Al-Ahleya Association for the development of palm and dates"
"3347","Tomooh Association for Skills Development"
"3348","Palestinian Environmental Friends"
"3349","Alfajr Palestinian Youth Association"
"3350","Society for Human Emancipation and Development"
"3351","Frontier Primary Health Care"
"3352","Prime Foundation"
"3353","NCA+partners"
"3354","Just Peace Initiatives"
"3355","Youth Resource Centre"
"3356","Basic Awareness Rehabilitation & Networking"
"3357","Poverty Eradication Initiative"
"3358","Women Empowerment Organization"
"3359","Global Human Rights Defence"
"3360","Social Services Program"
"3361","Community Development Organization"
"3362","Bent-e-Hawa Peace and Development Organization"
"3363","Relief Pakistan"
"3364","Tompran Foundation"
"3365","Millennium Promise Japan"
"3366","Results Japan"
"3367","ACT Alliance / World Renew"
"3368","World Vision Philippines"
"3369","Estonia Red Cross"
"3370","Philippine Jesuit Foundation"
"3371","The Institute of Cultural Affairs, Japan"
"3372","Humanity First"
"3373","JAFS"
"3374","Hong Kong Red Cross"
"3375","Operation Save Innocent Lives"
"3376","Aweil Relief Agency for Reintegration and Development"
"3377","Lead Development Agency"
"3378","Health Link South Sudan"
"3379","John Dau Foundation"
"3380","Nile Hope Development Forum"
"3381","Fleet Forum"
"3382","Solo Enviro Beautification"
"3383","Hidig Relief And Development Organization"
"3384","Refugee Consortium of Kenya"
"3385","Global Aid Hand"
"3386","Peace Bridge Association"
"3387","SEEMA Center for Training and Protection of Women and Child's Rights"
"3388","Vet-Care Organization"
"3389","Noon Charity Organization"
"3390","AGHSAN"
"3391","Makassed Philanthropic Islamic Association of Beirut"
"3392","Kurdistan Reconstruction and Development Society"
"3393","VENRO"
"3394","Soryiat"
"3395","Association for Forests, Development and Conservation"
"3396","René Moawad Foundation"
"3397","Taghyeer"
"3398","VNG International"
"3399","Islamic Center Society"
"3400","irshad and islah society lebanon"
"3401","UN Resident Coordinator's Office"
"3402","Care Czech Republic"
"3403","Syria Sanad"
"3404","Mouvement non violent syrien"
"3405","Urgence Solidarité Syrie"
"3406","Wakachiai Project"
"3407","Lebanese Association for Development Al Majmoua"
"3408","Al Mamoura Humanitarian Establishment"
"3409","Damascus People Participation"
"3410","Al Ihsan NGO"
"3411","Civi Development Organization"
"3412","Youth Activity Organization"
"3413","Institut Européen de Coopération et de Développement"
"3414","ACT Alliance / Canadian Lutheran World Relief"
"3415","Buddhist Tzu Chi Foundation"
"3416","Asylum Access"
"3417","International Renaissance Foundation"
"3418","Latvian Red Cross"
"3419","Yemen Medical Charitable Society"
"3420","Al-Amal Community for Social Welfare"
"3421","Interaction in Development Foundation"
"3422","Sama Al-Yemen Development Foundation"
"3423","National Foundation for Development and Human Rights"
"3424","Parlement des Jeunes Rwandais"
"3425","Association des Femmes pour la Promotion de l'Entreprenariat"
"3426","Association Centrafricaine pour le Développement Economique et Social"
"3427","Association des Cadres Musulmans de Centrafrique"
"3428","FUNDACION ALIANZA POR LOS DERECHOS, LA IGUALD Y LA SOLIDARIDAD INTERNACIONAL"
"3429","SADEL"
"3430","Foyer des Jeunes de Morne l'Hopital"
"3431","Duhok Organization for Volunteer Youth"
"3432","International Eurasia Press Fund"
"3433","Health Equity Initiatives Sdn Bhd"
"3434","Professionals in Humanitarian Assistance and Protection"
"3435","European Centre for Disease Prevention and Control"
"3436","United Nations Voluntary Fund for Trafficking in Person"
"3437","Kachin Baptist Convention"
"3438","Myanmar Health Assistant Association"
"3439","Triyog Trust NZ"
"3440","DIGNI"
"3441","Atlasalliansen"
"3442","Development Fund"
"3443","Heifer International"
"3444","Christian Children's Fund of Canada"
"3445","Nova - Centre per la Innovació Social / NOVACT"
"3446","People Empowerment & Consulting Enterprise"
"3447","Impact Health Organization"
"3448","Action for Development"
"3449","Advocates Coalition for Rights and Development"
"3450","Community in Need Aid"
"3451","Joint Aid Management International"
"3452","Fangak Community Development Initiative"
"3453","Pearl of Africa Environment"
"3454","Food Security and Nutrition Analysis Unit"
"3455","Organization for Voluntary Humanitarian Assistance Programme"
"3456","Friends of Children Society"
"3457","National Demining Units Organization"
"3458","Sudanese Organization for Rehabilitation and Construction"
"3459","Turath Organization for Human Development"
"3460","Japan International Volunteer Center"
"3461","Japan Campaign for children of Palestine"
"3462","World Vision Vanuatu"
"3463","Abs Development for Women and Children"
"3464","Wethaq Foundation for Civil Orientation"
"3465","Denmark"
"3466","United Kingdom "
"3467","Finland"
"3468","Netherlands"
"3469","United States of America"
"3470","Egypt"
"3471","Japan"
"3472","New Zealand"
"3473","Russian Federation"
"3474","Ireland"
"3475","China"
"3476","Italy"
"3477","UNICEF National Committee/Germany"
"3478","Portugal"
"3479","South Africa"
"3480","Allocation of unearmarked funds by WFP"
"3481","Carry-over (donors not specified)"
"3482","Austria"
"3483","Chevron Texaco"
"3484","Cyprus"
"3485","Poland"
"3486","Turkey"
"3487","Luxembourg"
"3488","Colombia"
"3489","Caribbean Development Bank"
"3490","Bahamas"
"3491","Libya"
"3492","Belgium"
"3493","Allocation of unearmarked funds by FAO"
"3494","Monaco"
"3495","UNICEF National Committee/Ireland"
"3496","UNICEF National Committee/Spain"
"3497","Greece"
"3498","Israel"
"3499","Czech Republic"
"3500","Deutsche Stiftung"
"3501","Soka Gakkai"
"3502","Japan Committee for Refugee Relief"
"3503","Malaysia"
"3504","Iceland"
"3505","Korea, Republic of"
"3506","Seobu Annual Conference of the KMC"
"3507","KADECO"
"3508","Jungbu Annual Conference of the KMC"
"3509","Children's Home Society of Minnesota"
"3510","Council of Governors - Rotary Korea"
"3511","Forest for Peace"
"3512","UNICEF National Committee/Luxembourg"
"3513","Mauritius"
"3514","UNICEF National Committee/Netherlands"
"3515","Romania"
"3516","Liechtenstein"
"3517","JERSEY OVERSEAS AID"
"3518","Gobi Regional Economic Growth Initiative"
"3519","HARRODS GROUP"
"3520","Various Donors (details not yet provided)"
"3521","Brazil"
"3522","Ghana"
"3523","Namibia"
"3524","Zambia"
"3525","Lesotho"
"3526","Reunion"
"3527","Nigeria"
"3528","Angola"
"3529","Seychelles"
"3530","Tunisia"
"3531","Dominican Republic"
"3532","Gabon"
"3533","Swaziland"
"3534","Burundi"
"3535","Rwanda"
"3536","Sudan"
"3537","Kenya"
"3538","Qatar"
"3539","San Marino"
"3540","Mauritania"
"3541","Kuwait"
"3542","United Arab Emirates"
"3543","Moldova"
"3544","Slovenia"
"3545","Indonesian Farmers Funds"
"3546","UNICEF National Committee/Italy"
"3547","UNICEF National Committee/Sweden"
"3548","UNICEF National Committee/Belgium"
"3549","T. Kuroyanagi"
"3550","UNICEF National Committee/Switzerland"
"3551","Allocation of unearmarked funds by UNDP"
"3552","UNICEF National Committee/Hong Kong"
"3553","UNICEF National Committee/Hungary"
"3554","UNICEF National Committee/Japan"
"3555","WPD"
"3556","UNICEF National Committee/Turkey"
"3557","Allocation of unearmarked funds by UNMAS"
"3558","UNICEF National Committee/Austria"
"3559","UNICEF National Committee/Norway"
"3560","UNICEF National Committee/Denmark"
"3561","UNICEF National Committee/Portugal"
"3562","UNICEF National Committee/Slovenia"
"3563","UNICEF National Committee/Czech Republic"
"3564","UNICEF National Committee/Finland"
"3565","UNICEF National Committee/France"
"3566","Chile"
"3567","Allocation of unearmarked funds by OCHA"
"3568","UNICEF National Committee/Australia"
"3569","International Olympic Committee"
"3570","Hungary"
"3571","Belarus"
"3572","ST. ANDREWS SOCIETY"
"3573","BRITISH ORG. FOR MEDICAL AND SCIENTIFIC ASSISTANCE"
"3574","World Church Relief Service"
"3575","Co-ordinating Council Geneva"
"3576","Peru"
"3577","Mexico"
"3578","Trinidad and Tobago"
"3579","Cuba"
"3580","Argentina"
"3581","Guatemala"
"3582","Honduras"
"3583","Greek Orthodox Ladies Philoptochos Society, Inc."
"3584","Ecuador"
"3585","Costa Rica"
"3586","Holy See"
"3587","Ibero-American States Organization for Education, Science & Culture"
"3588","Panama"
"3589","Algeria"
"3590","Armenia"
"3591","Pakistan"
"3592","Kazakhstan"
"3593","Nepal"
"3594","Korea Buddhist Order Association"
"3595","The Federation of Korean Industries"
"3596","Catholic Priest Association for Justice"
"3597","The Korean Medical Association"
"3598","The Movement Center of Jeju Citizen to Help the North Korea"
"3599","The Nat'l Council of Saemaul Undong  Movement in Korea"
"3600","UNICEF National Committee/Korea (Republic of)"
"3601","Korean Farmers' Association"
"3602","Friends of Love"
"3603","Church Women Solidarity for Supporting North Korea Children"
"3604","Caritas/MCC"
"3605","Association of Major Superious of Religious Women in Korea"
"3606","Kim Seung-Jung"
"3607","Daiki, Inc."
"3608","Nextel Peru"
"3609","Catholic Church, Germany"
"3610","NOMECO"
"3611","Estonia"
"3612","Packard Foundation"
"3613","Allocation of unearmarked funds by UNICEF"
"3614","Latvia"
"3615","Slovakia"
"3616","Caritas Hungary"
"3617","United Nations Association in Canada"
"3618","Bill and Melinda Gates Foundation"
"3619","Brunei Darussalam"
"3620","Indonesia"
"3621","USA Friends Private"
"3622","Onnuri Church, Rep. of Korea"
"3623","Andorran Red Cross"
"3624","Andorra"
"3625","Lithuania"
"3626","Dark & Light Foundation"
"3627","Malta"
"3628","Faeroe Islands"
"3629","Eritrea"
"3630","Freeport-McMoRan Copper & Gold Inc"
"3631","Allocation of unearmarked funds by UNFPA"
"3632","UNICEF National Committee/New Zealand"
"3633","Botswana Red Cross Society"
"3634","Allocation of unearmarked funds by WHO"
"3635","Cameroon"
"3636","Bahrain Red Crescent Society"
"3637","Caritas Hong kong"
"3638","Northeast Asia Forest Forum"
"3639","Rotary International"
"3640","Shell Nigeria"
"3641","NaCSA/World Bank"
"3642","Japan Association for UNHCR"
"3643","UK for UNHCR"
"3644","Empress Shoken Fund"
"3645","Soros Foundation Open Society Institute"
"3646","Iraq"
"3647","Iran"
"3648","Cisco Foundation"
"3649","Coin Co. International"
"3650","Cote d'Ivoire"
"3651","European Commission EuropeAid Development and Cooperation"
"3652","International Youth Foundation"
"3653","Mauritius Red Cross Society"
"3654","AlertNet"
"3655","CE & S"
"3656","Cook Islands"
"3657","Oil for Food Programme"
"3658","Iraq Trust Fund (OCHA)"
"3659","United Nations Fund for International Partnerships"
"3660","MIRC Corporate"
"3661","Yemen"
"3662","ACT Alliance / Diakonie"
"3663","National Council of Saemaul Undong Movement"
"3664","Syrian Arab Popular Committee"
"3665","Palestine Right to Return Coalition"
"3666","Fiji"
"3667","Jordan"
"3668","Arab League"
"3669","EPRO"
"3670","Uganda"
"3671","Allocation of unearmarked funds by UNHCR"
"3672","Kleenheat Gas"
"3673","United Nations Development Group Office"
"3674","USA for UNHCR"
"3675","Imperial College"
"3676","Omidyar Fund"
"3677","Zimbabwe"
"3678","Baha'i International Community"
"3679","Barbados Red Cross Society"
"3680","ACT Netherlands"
"3681","Bulgaria"
"3682","Balancing record"
"3683","Global Food Crisis Fund"
"3684","RMS Foundation"
"3685","ADRA/HELP International"
"3686","IDRC"
"3687","BIJOU Trust"
"3688","Madagascar"
"3689","Parthenon Trust"
"3690","French Polynesia"
"3691","One Shekel Campaign in WB"
"3692","Palestinian territory, occupied"
"3693","Children International"
"3694","Hand in Hand Appeal, Syria"
"3695","Asian Disaster Reduction Center"
"3696","Trust & Legacies"
"3697","Organisation Internationale de la Francophonie"
"3698","UN Assistance Programme to Afghanistan"
"3699","WFP Administered Trust Fund"
"3700","Australia for UNHCR"
"3701","Bolivia"
"3702","Association Francaise de soutien a UNHCR "
"3703","Allocation of unearmarked funds by UNV"
"3704","Azerbaijan"
"3705","Allocation of unearmarked funds by UNESCO"
"3706","Allocation of unearmarked funds by IOM"
"3707","IRA Fund"
"3708","Papua New Guinea"
"3709","Allocation of unearmarked funds"
"3710","Philippines"
"3711","ROLEX"
"3712","Allocation of unearmarked funds by ILO"
"3713","Korea, Democratic People's Republic of"
"3714","William and Flora Hewlett Foundation"
"3715","Exactmobile (South Africa)"
"3716","Palau"
"3717","Equatorial Guinea"
"3718","Guyana"
"3719","Macedonia, Former Yugoslav Republic of "
"3720","Lebanon"
"3721","Lao (People's Democratic Republic)"
"3722","Tuvalu"
"3723","Standard Chartered Bank"
"3724","Mali"
"3725","Albania"
"3726","Niger"
"3727","Georgia"
"3728","Liberia"
"3729","Senegal"
"3730","Trinidad and Tobago Red Cross Society"
"3731","Argentine Red Cross"
"3732","Arab Association for Human Rights"
"3733","Jamaica"
"3734","SERVICE plus GMBH"
"3735","Serbia and Montenegro"
"3736","Red Cross of The Former Yugoslav Republic of Macedonia, The"
"3737","Lithuanian Red Cross Society"
"3738","Micronesia Red Cross"
"3739","Micronesia,  Federated States of"
"3740","Paraguayan Red Cross"
"3741","International Volley-Ball Federation"
"3742","Prem Rawat Foundation"
"3743","Allocation of unearmarked funds by UN-HABITAT"
"3744","Ukraine"
"3745","Abdul Latif Jameel Group"
"3746","Earthquake Relief Fund for Orphans"
"3747","Tajikistan"
"3748","Croatia"
"3749","Kyrgyzstan"
"3750","Procter & Gamble Inc."
"3751","UNICEF National Committee/Andorra"
"3752","Rissho Koseikai"
"3753","Human Rights and Humanitarian Assistance Foundation"
"3754","Shinnyo-en"
"3755","PriceWaterhouseCoopers"
"3756","UNO-Flüchtlingshilfe e.V."
"3757","UNICEF National Committee/Iceland"
"3758","Sri Lanka"
"3759","ADC Foundation"
"3760","AIG Disaster Relief Fund"
"3761","UNICEF National Committee/Poland"
"3762","Asia Pacific Permanent Representatives' Spouses Group"
"3763","Bahrain"
"3764","Allocation of unearmarked funds by DPKO"
"3765","UNICEF National Committee/Slovakia"
"3766","Fondazione Un Raggio di Luce"
"3767","United Nations assessed contributions"
"3768","UNICEF National Committee/Hellenic"
"3769","Hong Kong Special Administrative Region of the People's Republic of China"
"3770","Gulf Cooperation Council"
"3771","European Commission Rapid Reaction Mechanism"
"3772","UNICEF National Committee/Latvia"
"3773","OPEC Fund for International Development"
"3774","Seylan Bank Limited"
"3775","Vårt land"
"3776","Allocation of unearmarked funds by UNAIDS"
"3777","Grenada"
"3778","Djibouti"
"3779","Antigua and Barbuda"
"3780","Disaster Resource Network"
"3781","UNICEF National Committee/Oman"
"3782","Juffali Foundation"
"3783","UNRWA Spanish Committee"
"3784","Friends of  UNRWA Association, USA"
"3785","Juhaina for Industries"
"3786","Area Staff Union, HQ/Amman"
"3787","UNICEF National Committee/Lithuania"
"3788","UNICEF National Committee/Estonia"
"3789","Operation Helping Hands, American Samoa"
"3790","Congo, Republic of"
"3791","Telefood Campaign "
"3792","Allocation of unearmarked funds by OHCHR"
"3793","Kingdom Foundation"
"3794","Great Lakes Initiative Project HIV/AIDS"
"3795","Puerto Rico"
"3796","Islamic Edu. Scien. Cultural Org."
"3797","Amitie sans Frontieres"
"3798","D. Stiftung furn UNO-Fluchtlingshilfe E.V."
"3799","UN Programme on HIV/AIDS"
"3800","Allocation  of unearmarked funds by UNDG/EXECCOMM Secretariat"
"3801","Girls are a Treasure Network"
"3802","Western Union Foundation"
"3803","Dubai Cares (UAE)"
"3804","SOS International"
"3805","Saudi Public Campaign for Lebanon and Palestine"
"3806","Arab Authority for Agricultural Investment and Development "
"3807","World Vision Taiwan"
"3808","Humanity First USA"
"3809","Maldives"
"3810","WFP Immediate Response Account"
"3811","Flanders Cooperation "
"3812","JT International Foundation"
"3813","SAFRA Edmond J. Philanthropic Foundation"
"3814","Children of Peru Foundation (New York)"
"3815","Feed the Hungry"
"3816","Dutch Postcode Lottery"
"3817","Multi-Donor Trust Fund for the Sudan"
"3818","Floridon Foundation"
"3819","United Nations Mission in Timor-Leste"
"3820","Samoa"
"3821","US-China Business Council"
"3822","Japanese Kindergarten Association"
"3823","Business Roundtable"
"3824","Turkmenistan"
"3825","Tonga"
"3826","Office for Intellectual Freedom "
"3827","Sundry Donors"
"3828","Montenegro"
"3829","Howard Buffet Foundation"
"3830","Tides Foundation"
"3831","Alexander Bodini Foundation"
"3832","Bhutan"
"3833","SCOR Group"
"3834","Caterpillar, Inc."
"3835","Pfizer"
"3836","Merck & Co. Inc."
"3837","Chevron Corporation"
"3838","UPS Foundation"
"3839","Daimler"
"3840","Baxter International Foundation"
"3841","GlaxoSmithKline"
"3842","TOTAL"
"3843","Khoo Teck Puat Foundation"
"3844","International Air Transport Association"
"3845","Honda"
"3846","PTT Public Company Limited"
"3847","Siemens AG"
"3848","Coca-Cola Company"
"3849","Eli Lilly "
"3850","EMC Corporation"
"3851","Schering-Plough Corporation"
"3852","Abbott Laboratories"
"3853","Cargill"
"3854","Stavros Niarchos Foundation"
"3855","American Express Company"
"3856","Motorola Foundation"
"3857","Charles Schwab Foundation"
"3858","General Motors Foundation"
"3859","Burma Austria Allianz"
"3860","Jordanian River Society"
"3861","SALAM YA SUGHAR FUND"
"3862","INTERPAL, UK"
"3863","Human Care International"
"3864","Lihir Gold Limited"
"3865","Japan Association for WFP"
"3866","Multi-Donor Trust Fund for the Sudan South"
"3867","Monterey Institute of International Studies"
"3868","The Sigrid Rausing Trust"
"3869","Children's Investment Fund Foundation"
"3870","Burkina Faso"
"3871","Tanzania"
"3872","CRS and Private Foundations"
"3873","Wal-Mart"
"3874","Myanmar"
"3875","Golden Heart Fund"
"3876","Belize"
"3877","Inter Américain de Coopération Agricole "
"3878","Barbados"
"3879","Serbia "
"3880","Benin"
"3881","Haiti"
"3882","Abu Dhabi National Energy Company"
"3883","HSBC Bank Middle East Limited"
"3884","Korean Foundation for International Healthcare"
"3885","Sheikh Mohammad Shami Foundation"
"3886","Oman Charitable Organisation"
"3887","World Assembly of Muslim Youth"
"3888","Waatasemu Charity Association"
"3889","ISLAMIC HERITAGE SOCIETY"
"3890","Association Solidarite Maroc Palestine"
"3891","Al-Aqsa Islamic Society, USA"
"3892","Mercy Relief, Singapore"
"3893","CAN FOUNDATION "
"3894","ISLAMIC SHURA COUNCIL OF MICHIGAN"
"3895","INDONESIA-PALESTINE FRIENDSHIP INITIATIVE"
"3896","KINDER USA"
"3897","Sultan Haji Hassanal Bolkiah Foundation"
"3898","Foundation for HR and Freedoms and Humanitarian Relief"
"3899","JORDAN RIVER FOUNDATION"
"3900","Travian Games, Germany"
"3901","ARIGATOU FOUNDATION, JAPAN"
"3902","Deloitte and Touche"
"3903","World Vision Support Offices"
"3904","Balcombe"
"3905","Spanish Aced"
"3906","Saint Lucia"
"3907","Bayer"
"3908","Connacionales del Extranjero"
"3909","BCIE"
"3910","Help for school"
"3911","Guatemala General Council in Miami, Florida"
"3912","Hewlett-Packard Company Foundation"
"3913","Toshiba Group"
"3914","Scotiabank"
"3915","Panasonic"
"3916","South American Football Confederation (CONMEBOL)"
"3917","Federation Internationale de Football Association (FIFA)"
"3918","Hyundai Motor Company"
"3919","Airbus Foundation"
"3920","Kinross"
"3921","MoneyGram International"
"3922","Eisai Co. Ltd."
"3923","Uruguay "
"3924","PepsiCo Foundation"
"3925","PotashCorp"
"3926","Balancing entry of ERF allocations"
"3927","Stabilization and Recovery Funding Facility in Eastern DRC"
"3928","Hilina Enriched Food Processing Center PLC"
"3929","Rockefeller Foundation"
"3930","Windy International Youth Foundation"
"3931","Univision"
"3932","Morgan Stanley"
"3933","Canon Group"
"3934","Integra LifeSciences Holdings Corporation"
"3935","Silicon Valley Community Foundation"
"3936","Rite Aid"
"3937","International Relief Solutions LLC"
"3938","Community Foundation for Southern Arizona"
"3939","Wawa Inc."
"3940","Lubrizol"
"3941","McAfee"
"3942","Agenzia Italiana Risposta Emergenze"
"3943","Digicel Group"
"3944","OneBeacon Charitable Trust"
"3945","Ameriprise Financial, Inc."
"3946","Bloomberg"
"3947","Dannon"
"3948","General Mills Foundation"
"3949","Qwest Foundation "
"3950","J. Smith Lanier & Co."
"3951","Bridgestone Group"
"3952","Nomura Group"
"3953","Saint Vincent and the Grenadines"
"3954","Gambia"
"3955","Principal Financial Group Foundation, Inc"
"3956","EMCOR Group, Inc"
"3957","First Data Corporation"
"3958","JC Penny"
"3959","Soles4Souls"
"3960","Benfica Foundation"
"3961","Georg Fischer (Clean Water Foundation)"
"3962","Medtronic Foundation"
"3963","Princess Cruises"
"3964","Goddard Enterprises Limited"
"3965","AAPKI Foundation"
"3966","Kresge Foundation"
"3967","Shipman & Goodwin LLP"
"3968","Aetna Foundation"
"3969","United Nations Peacekeeping Force in Cyprus"
"3970","Allocation of unearmarked funds by UNIFIL"
"3971","Biomet Inc."
"3972","Kubota Corporation"
"3973","Bank of America Corporation"
"3974","Kroger Co. Foundation"
"3975","Richard and Susan Smith Family Foundation"
"3976","Summer Infant, Inc."
"3977","Trilogy International Partners"
"3978","British Virgin Islands"
"3979","Citi"
"3980","Seattle Foundation"
"3981","Boston Foundation"
"3982","John S. and James L. Knight Foundation"
"3983","Lloyd A. Fry Foundation"
"3984","Hy-Vee Inc."
"3985","Publix"
"3986","Novartis"
"3987","Carestream Health"
"3988","John D. and Catherine T. MacArthur Foundation"
"3989","Blue Cross and Blue Shield of Minnesota Foundation, Inc."
"3990","Xcel Energy Foundation "
"3991","Associated Banc-Corp"
"3992","Hilton Worldwide"
"3993","Aramark"
"3994","Annie E. Casey Foundation"
"3995","Carnegie Corporation of New York"
"3996","CVS Caremark Charitable Trust, Inc."
"3997","Gulf Coast Community Foundation of Venice"
"3998","Tampico Beverages Inc."
"3999","McGregor Fund"
"4000","Verizon Foundation"
"4001","Daiichi Sankyo"
"4002","Pew Charitable Trusts "
"4003","Bacardi Limited"
"4004","AXA Canada"
"4005","East Bay Community Foundation"
"4006","Ecolab Inc."
"4007","Horizon Foundation for New Jersey"
"4008","Anheuser-Busch Companies, Inc."
"4009","Best Buy Co., Inc. "
"4010","Nissan Corporation"
"4011","Best Buy Children's Foundation"
"4012","AK Steel"
"4013","Sierra Leone"
"4014","Northland Foundation"
"4015","Catholic Diocese of Erie"
"4016","AllianceBernstein Holding L.P."
"4017","CareFusion Corporation"
"4018","Public Welfare Foundation"
"4019","Fairmount Minerals Foundation"
"4020","America Continental 2000"
"4021","Fifth Third Bank"
"4022","Bernard van Leer Foundation"
"4023","Walgreens"
"4024","Nathan Cummings Foundation"
"4025","Union of South American Nations"
"4026","Thrivent Financial for Lutherans"
"4027","Liggett Vector Brands Inc."
"4028","Coastal Community Foundation of South Carolina"
"4029","Buuck Family Foundation"
"4030","Actavis Group"
"4031","Mastercard Foundation"
"4032","Allocation of unearmarked funds by UNESCAP"
"4033","Cardinal Health, Inc.  "
"4034","Siemens Water Technologies"
"4035","Gerdau Ameristeel"
"4036","Amgen"
"4037","3Com"
"4038","Armstrong"
"4039","Goodrich Corporation"
"4040","Mitsui USA, Inc."
"4041","Electricite de France"
"4042","Winn-Dixie Foundation"
"4043","Goldman Sachs Group "
"4044","Cognizant"
"4045","ExxonMobil"
"4046","Nestle USA"
"4047","Occidental Petroleum"
"4048","Hitachi America, Ltd."
"4049","AXA Group"
"4050","Wells Fargo & CO"
"4051","Grass Technologies"
"4052","Louis Vutton"
"4053","Campbell Soup CO"
"4054","Cummins Foundation"
"4055","Green Mountain Coffee Roasters, Inc."
"4056","MassMutual Financial Group"
"4057","National Bank of Canada"
"4058","Roy A. Hunt Foundation"
"4059","Deutsche Telekom"
"4060","Hanesbrands "
"4061","Rockwell Collins"
"4062","Massachusetts Mutual Life Insurance Company"
"4063","ConAgra Foods"
"4064","General Electric"
"4065","American Egg Board"
"4066","PokerStars"
"4067","Chung Te Buddhist Association of NY, Inc."
"4068","BLU-MED Response Systems "
"4069","FUJIFILM Holdings Corporation"
"4070","Caritas Manila"
"4071","BD"
"4072","Microsoft"
